Name,Occupation,Gender,MaleScore,FemaleScore,NonBinaryScore,Gender + hand codes,
Srdja Popovic,Organizer,male,1,0,0,male,
Srikumar Rao,Happiness teacher,male,7,0,3,male,
Stanley McChrystal,Military leader,male,8,0,0,male,
Stefan Sagmeister,Graphic designer,male,12,0,0,male,
Stefan Wolff,Ethnic conflicts scholar,male,5,0,1,male,
Stefon Harris,Jazz vibraphonist,male,4,0,0,male,
Stephen Burt,Poetry critic,male,12,0,0,male,
Stephen Cave,Philosopher,male,1,0,0,male,
Stephen Coleman,Ethicist,male,4,0,1,male,
Stephen Friend,Open-science advocate,male,2,0,0,male,
Stephen Hawking,Theoretical physicist,male,9,0,0,male,
Stephen Palumbi,Marine biologist,male,7,0,0,male,
Stephen Petranek,Technology forecaster ,male,2,0,1,male,
Stephen Wolfram,"Scientist, inventor",male,9,0,0,male,
Steve Howard,Corporate innovator,male,2,0,0,male,
Steve Jurvetson,Venture capitalist,male,10,0,0,male,
Steve Ramirez,Neuroscientist,male,5,0,1,male,
Steve Silberman,Writer and editor,male,6,0,1,male,
Steve Truglia,Stuntman,male,6,0,0,male,
Steven Addis,Brand strategist,male,1,0,1,male,
Steven Cowley,Physicist ,male,4,0,0,male,
Steven Johnson,Writer,male,18,0,0,male,
Steven Levitt,Economist,male,4,0,1,male,
Steven Pinker,Linguist,male,11,0,1,male,
Steven Schwaitzberg,Surgeon and technologist,male,7,0,2,male,
Steven Strogatz,Mathematician,male,2,0,0,male,
Stew,Singer/songwriter,male,7,0,1,male,
Sting,"Composer, singer, author, actor, activist",male,6,0,0,male,
Stuart Brown,"Play researcher, psychiatrist",male,6,0,1,male,
Stuart Firestein,Neuroscientist,male,4,0,1,male,
Dayananda Saraswati,Vedantic teacher,male,6,0,1,male,
T. Boone Pickens,Entrepreneur and energy theorist,male,1,0,0,male,
Takaharu Tezuka,Architect,male,2,0,1,male,
Tal Danino,Synthetic biologist,male,4,0,0,male,
Tal Golesworthy,Engineer and artist,male,5,0,0,male,
Tasso Azevedo,Forester and sustainability activist,male,5,0,0,male,
Taylor Wilson,Nuclear scientist,male,8,0,0,male,
Teddy Cruz,Architect and urbanist,male,6,0,2,male,
Teitur,Singer-songwriter,male,6,0,0,male,
Gustavo Dudamel and the Teresa Carreê±o Youth Orchestra,Ensemble,male,3,0,1,male,
Theaster Gates,"Artist, potter, community builder",male,5,0,0,male,
Thom Mayne,Architect,male,7,0,1,male,
Thomas Barnett,Military strategist,male,11,0,0,male,
Thomas Dolby,Electronic music pioneer,male,14,0,0,male,
Thomas Goetz,Healthcare communicator,male,2,0,1,male,
Thomas Heatherwick,Designer,male,4,0,0,male,
Thomas Insel,Neuroscientist and psychiatrist,male,5,0,0,male,
Thomas P. Campbell,Museum director,male,5,0,0,male,
Thomas Peschak,Conservation photographer,male,10,0,0,male,
Thomas Piketty,Economist,male,2,0,0,male,
Thomas Suarez,"Developer, 12 year old",male,6,0,1,male,
Thomas Thwaites,Designer,male,4,0,0,male,
Tim Berners-Lee,Inventor,male,5,0,0,male,
Tim Ferriss,"Productivity guru, author",male,7,0,0,male,
Tim Harford,"Economist, journalist and broadcaster",male,4,0,1,male,
Tim Jackson,Economist,male,6,0,0,male,
Tim Leberecht,Marketer,male,5,0,0,male,
Timothy Bartik,Economist,male,1,0,0,male,
Timothy Prestero,Designer,male,5,0,1,male,
Toby Shapshak,Technology writer,male,1,0,1,male,
Tod Machover,"Composer, inventor",male,4,0,0,male,
Todd Humphreys,Assistant Professor,male,4,0,0,male,
Tom Rielly,Satirist,male,9,0,0,male,
Tom Shannon,Sculptor,male,3,0,0,male,
Tom Thum,Beatboxer,male,2,0,0,male,
Tom Uglow,Designer,male,6,0,0,male,
Tom Wujec,Designer,male,3,0,0,male,
Tony Fadell,Product creator,male,1,0,0,male,
Tony Robbins,Life coach; expert in leadership psychology,male,15,0,2,male,
Tony Wyss-Coray,Brain scientist,male,4,0,0,male,
Topher White,Conservation technologist,male,1,0,0,male,
Travis Kalanick,"Problem solver-Ô_in-Ô_chief, Uber",male,2,0,0,male,
Trevor Aaronson,Journalist,male,3,0,1,male,
Tristram Stuart,Author and Activist,male,2,0,1,male,
Tristram Wyatt,Zoologist,male,1,0,1,male,
Trita Parsi,Political scientist,male,2,0,1,male,
Tshering Tobgay,Prime Minister of Bhutan,male,6,0,0,male,
Tyler DeWitt,Science enthusiast,male,5,0,2,male,
Tyrone Hayes,Biologist,male,1,0,1,male,
Ueli Gegenschatz,Aerialist,male,5,0,0,male,
Uri Hasson,Neuroscientist,male,3,0,1,male,
Ursus Wehrli,Comedian,male,2,0,0,male,
Usman Riaz,Percussive guitarist,male,3,0,1,male,
Van Jones,Social justice and green energy activist,male,3,0,0,male,
Vik Muniz,Artist,male,11,0,2,male,
Vilayanur Ramachandran,Brain expert,male,6,0,0,male,
Vilayanur Ramachandran,Brain expert,male,6,0,0,male,
Vinay Venkatraman,Designer,male,8,0,0,male,
Vincent Cochetel,Humanitarian,male,4,0,0,male,
Vincent Moon,Filmmaker,male,6,0,0,male,
Vint Cerf,Computer scientist,male,5,0,1,male,
Vusi Mahlasela,"Musician, activist",male,12,0,2,male,
Wadah Khanfar,Journalist,male,3,0,1,male,
Wade Davis,"Anthropologist, ethnobotanist",male,13,0,2,male,
Wael Ghonim,Internet activist and computer engineer,male,4,0,0,male,
Wayne McGregor,Dancer and Choreographer,male,4,0,0,male,
Wes Moore,Author and advocate,male,14,0,1,male,
Will Marshall,Space scientist,male,7,0,1,male,
Will Potter,Investigative journalist,male,7,0,0,male,
Willard Wigan,Micro-sculptor,male,10,0,0,male,
William Black,Academic,male,8,0,0,male,
William Kamkwamba,Inventor,male,23,0,1,male,
William McDonough,Architect,male,7,0,3,male,
William Ury,Mediator,male,6,0,0,male,
Willie Smits,Conservationist,male,7,0,2,male,
Wingham Rowan,Policy entrepreneur,male,3,0,0,male,
Wolfgang Kessling,Physicist,male,3,0,0,male,
Woody Norris,Inventor,male,11,0,0,male,
Xavier Vilalta,Architect and urbanist,male,2,0,1,male,
Xu Liu,Neuroscientist,male,8,0,1,male,
Yanis Varoufakis,Economist and professor,male,6,0,0,male,
Yann Arthus-Bertrand,Photographer,male,13,0,1,male,
Yann Dall'Aglio,Philosopher,male,3,0,0,male,
Yoav Medan,Medical inventor,male,4,0,0,male,
Yochai Benkler,Legal expert,male,8,0,1,male,
Young-ha Kim,Writer,male,11,0,0,male,
Yuval Noah Harari,Historian,male,6,0,0,male,
Yves Behar,Designer,male,2,0,0,male,
Yves Morieux,Consultant,male,2,0,0,male,
Yves Rossy,Jetman,male,7,0,0,male,
Zak Ebrahim,Peace activist,male,13,0,1,male,
Ze Frank,"Humorist, web artist",male,14,0,1,male,
Ziauddin Yousafzai,Education activist,male,8,1,0,male,
Ziyah GaficêÅ,Photographer + storyteller,male,14,0,5,male,
Anders Fjellberg,Journalist,nonbinary,1,0,2,male,
Michael Archer,Paleontologist,nonbinary,1,0,2,male,
Craig Venter,"Biologist, genetics pioneer",undetected,4,0,3,male,
Dan Berkenstock,Satellite designer,undetected,4,0,3,male,
Dan Cobley,Online marketing whiz,undetected,3,0,2,male,
Gregory Petsko,Bioengineer,undetected,3,0,2,male,
Hod Lipson,Roboticist,undetected,3,0,4,male,
Jeff Bezos,Online commerce pioneer,undetected,5,0,5,male,
Joel Levine,Planetary and atmospheric scientist,undetected,4,0,5,male,
Nathan Myhrvold,Polymath,undetected,6,0,4,male,
Noah Wilson-Rich,Beekeeper,undetected,3,0,2,male,
Ron Eglash,Mathematician,undetected,5,0,5,male,
Salvatore Iaconesi,Open-source engineer and artist,undetected,11,0,7,male,
Larry Page,CEO of Google,undetected,4,0,3,male,
Sugata Mitra,Education researcher,undetected,2,0,2,male,
Theo Jansen,Artist,undetected,4,0,3,male,
Tony Porter,"Author, educator, activist",undetected,5,0,3,male,
Yasheng Huang,Political economist,undetected,5,0,3,male,
Yossi Vardi,Investor,undetected,3,0,3,male,
Zeresenay Alemseged,Paleoanthropologist,undetected,4,5,0,male,
Bart Weetjens,Product developer,no pronouns,0,0,0,male,
Bran Ferren,Technology designer,no pronouns,0,0,0,male,
Bruno Maisonnier,Roboticist,no pronouns,0,0,0,male,
Bruno Torturra,Livestreaming activist,no pronouns,0,0,0,male,
"Christopher ""moot"" Poole","Founder, 4chan",no pronouns,0,0,0,male,
Elliot Krane,Pediatric anesthesiologist,no pronouns,0,0,0,male,
Emiliano Salinas,Community activist,no pronouns,0,0,0,male,
Eric Liu,Civics educator,no pronouns,0,0,0,male,
Eric Sanderson,Landscape ecologist,no pronouns,0,0,0,male,
Evan Grant,Creative technologist,no pronouns,0,0,0,male,
Frank Warren,Secret keeper,no pronouns,0,0,0,male,
Frederick Balagadde,Inventor,no pronouns,0,0,0,male,
Jack Choi,Technologist,no pronouns,0,0,0,male,
John Wilbanks,Data Commons Advocate,no pronouns,0,0,0,male,
Josh Luber,Sneaker data expert,no pronouns,0,0,0,male,
Keith Schacht,Inventor,no pronouns,0,0,0,male,
Matthew O'Reilly,Emergency medical technician,no pronouns,0,0,0,male,
Melvin Russell,"Chief of the Community Partnership Division, Baltimore Police Department",no pronouns,0,0,0,male,
Philip Evans,Consultant,no pronouns,0,0,0,male,
Stefan Larsson,Value-based health care advocate,no pronouns,0,0,0,male,
Stephen Lawler,General manager of Microsoft's Virtual Earth,no pronouns,0,0,0,male,
Steven Wise,Animal rights lawyer,no pronouns,0,0,0,male,
Terry Moore,Thinker,no pronouns,0,0,0,male,
Tim Urban,Blogger,no pronouns,0,0,0,male,
Alex Laskey,Energy software maker,non-binary,0,0,5,male,
Alex Tabarrok,Economist,non-binary,0,0,2,male,
Allan Jones,Brain scientist,non-binary,0,0,2,male,
Andras Forgacs,Bioprinting entrepreneur,non-binary,0,0,2,male,
Andy Puddicombe,Mindfulness expert,non-binary,0,0,1,male,
Eben Bayer,Green designer,non-binary,0,0,7,male,
Eric Giler,Wireless electrician,non-binary,0,0,1,male,
Fabien Cousteau,Ocean explorer and environmentalist,non-binary,0,0,2,male,
Franco Sacchi,Filmmaker,non-binary,0,0,4,male,
Gever Tulley,Tinkerer,non-binary,0,0,1,male,
John Hardy,"Designer, educator",undetected,3,0,2,male,
John Q. Walker,Musician and inventor,undetected,2,0,3,male,
Joseph Pine,Writer,undetected,6,0,5,male,
Joshua Klein,Hacker,undetected,2,0,2,male,
JR,Street artist,undetected,5,0,3,male,
Keith Bellows,Traveler,undetected,2,0,2,male,* example of male pronouns not pointing to actor
Mark Roth,"Biochemist, cell biologist",undetected,3,0,2,male,
Markham Nolan,Journalist,undetected,3,0,3,male,
Michael Dickinson,Biologist,undetected,3,0,2,male,
Neil Gershenfeld,"Physicist, personal fab pioneer",undetected,2,0,2,male,
Nick Veasey,X-ray visionary,undetected,2,0,3,male,
Paul Pholeros,Architect,undetected,8,0,5,male,
Peter van Manen,Electronic systems expert,undetected,3,0,3,male,
Phil Borges,Photographer,undetected,5,0,5,male,
Ramesh Raskar,Femto-photographer,undetected,3,0,3,male,
Ricardo Semler,Organizational changemaker,undetected,3,0,2,male,
Sendhil Mullainathan,Behavioral economist,undetected,6,0,4,male,
Seth Priebatsch,Entrepreneur,undetected,2,0,2,male,
Skylar Tibbits,Inventor,undetected,5,0,3,male,
Stefano Mancuso,Plant neurobiologist,undetected,2,0,2,male,
Stephen Ritz,Teacher,undetected,2,0,2,male,
Steve Keil,Entrepreneur,undetected,3,0,3,male,
Svante Pê_ê_bo,Geneticist,undetected,2,0,3,male,
Thomas Hellum,Slow television advocate,undetected,3,0,2,male,
Todd Kuiken,Biomedical engineer,undetected,2,0,3,male,
Uri Alon,Systems biologist,undetected,3,0,2,male,
Vijay Kumar,Roboticist,undetected,2,0,3,male,
Vikram Patel,Mental health care advocate,undetected,2,0,2,male,
William Noel,"Curator, rare book scholar",undetected,5,0,4,male,
Will Wright,Game designer,undetected,8,0,5,male,
Alwar Balasubramaniam,Artist,undetected,4,0,3,male,
Adam Garone,Moustache activist,undetected,2,0,3,male,
Alexander Betts,Refugee scholar,undetected,2,0,3,male,
Andrew Solomon,Writer,undetected,3,0,2,male,
Bernie Krause,Natural sounds expert,undetected,2,0,3,male,
Cameron Herold,Entrepreneur,undetected,3,0,4,male,
Carne Ross,Diplomat,undetected,5,0,3,male,
Chris Anderson,TED Curator,undetected,8,0,5,male,
Chris Burkard,Surf photographer,undetected,2,0,2,male,
Christopher deCharms,Brain researcher,undetected,2,0,2,male,
Conrad Wolfram,Mathematician,undetected,2,0,3,male,
Dale Dougherty,Tech publisher,undetected,2,0,2,male,
Dan Pacholke,Prison administrator and reformer,undetected,3,0,4,male,
Dan Phillips,Builder,undetected,3,0,5,male,
David Agus,Cancer Doctor,undetected,4,0,3,male,
David Bismark,Voting system designer,undetected,2,2,0,male,
Devdutt Pattanaik,Mythologist,undetected,5,0,4,male,
Didier Sornette,Risk economist,undetected,5,0,3,male,
Dilip Ratha,Remittances expert,undetected,3,0,2,male,
Eddie Obeng,Business Educator,undetected,2,0,3,male,
Fred Swaniker,Educational entrepreneur,undetected,3,0,5,male,
Fredy Peccerelli,Forensic anthropologist,undetected,9,0,6,male,
George Ayittey,Economist,undetected,5,0,4,male,
Jared Diamond,Civilization scholar,undetected,4,0,3,male,
Jason Clay,Market transformer,undetected,2,0,2,male,
Amit Sood,Technologist,nonbinary,2,0,5,male,
Andreas Schleicher,Education surveyor,nonbinary,1,0,4,male,
Asher Hasan,Social entrepreneur,nonbinary,1,0,2,male,
Beau Lotto,"Neuroscientist, Artist",nonbinary,2,0,4,male,
Bunker Roy,Educator,nonbinary,1,0,3,male,
Dan Buettner,"Longevity coach, explorer",nonbinary,2,0,4,male,
David Epstein,Sports science reporter,nonbinary,1,0,3,male,
Dennis vanEngelsdorp,Bee expert,nonbinary,1,0,4,male,
Eythor Bender,Berkeley Bionics' CEO,nonbinary,1,0,3,male,
Hugh Herr,Bionics designer,nonbinary,1,0,2,male,
Jaap de Roode,Biologist,nonbinary,2,0,5,male,
Jake Barton,Designer and storyteller,nonbinary,1,0,3,male,
Jimmy Nelson,Last tribes photographer,nonbinary,2,0,7,male,
John Green,Writer,nonbinary,2,0,5,male,
John Kasaona,Conservationist,nonbinary,1,0,5,male,
Jose Antonio Abreu,Maestro,nonbinary,1,0,2,male,
Keith Chen,Behavioral economist,nonbinary,1,0,2,male,
Kevin Slavin,Algoworld expert,nonbinary,1,0,2,male,
Leyla Acaroglu,Sustainability strategist,nonbinary,0,1,2,male,
Linus Torvalds,Software engineer,nonbinary,1,0,2,male,
Marcus Byrne,Entomologist,nonbinary,2,0,5,male,
Massimo Banzi,Physical Computing Guru,nonbinary,1,0,2,male,
Norman Spack,Endocrinologist,nonbinary,1,0,3,male,
Paolo Cardini,Designer,nonbinary,1,0,2,male,
Pawan Sinha,Visual neuroscientist,nonbinary,2,0,8,male,
Robert Muggah,Megacities expert,nonbinary,1,0,2,male,
Tom Chatfield,Gaming theorist,nonbinary,2,0,4,male,
Jamie Drummond,Anti-poverty activist,non-binary,0,0,1,male,
Jeff Iliff,Neuroscientist,non-binary,0,0,2,male,
Jeremy Gilley,Peace activist,non-binary,0,0,1,male,
Jeremy Kasdin,Planet finder,non-binary,0,0,1,male,
Jim Al-Khalili,Quantum physicist,non-binary,0,0,1,male,
Jimmy Wales,Founder of Wikipedia,non-binary,0,0,2,male,
Jon Mooallem,Writer,non-binary,0,0,2,male,
Jonas Eliasson,Transportation specialist,non-binary,0,0,2,male,
Jonathan Eisen,Biologist,non-binary,0,0,4,male,
Kevin Surace,"Engineer, executive",non-binary,0,0,1,male,
Mathias Jud,Artist,non-binary,0,0,4,male,
Matt Mills,Technologist,non-binary,0,0,1,male,
Michael Pritchard,Inventor,non-binary,0,0,1,male,
Naif Al-Mutawa,"Creator, The 99",non-binary,0,0,3,male,
Nathan Wolfe,Virus hunter,non-binary,0,0,3,male,
Oren Yakobovich,Human-rights activist,non-binary,0,0,2,male,
Richard Baraniuk,Education visionary,non-binary,0,0,2,male,
Richard Seymour,Designer,non-binary,0,0,1,male,
Sergey Brin,Google Co-founder,non-binary,0,0,1,male,
Shimon Steinberg,Entomologist,non-binary,0,0,1,male,
Stewart Brand,"Environmentalist, futurist",non-binary,0,0,1,male,
Tim Brown,Designer,non-binary,0,0,2,male,
William Li,Cancer researcher,non-binary,0,0,1,male,
Zach Kaplan,Inventor,non-binary,0,0,1,male,
The TED Staff,Amateur musicians,no pronouns,0,0,0,they - group,
The LXD,Dance adventurers,non-binary,0,0,2,they - group including at least one female,
Improv Everywhere,Pranksters,non-binary,0,0,2,they - group including one female,
Ethel,String quartet,no pronouns,0,0,0,they - music group,
Ahn Trio,Piano trio,non-binary,0,0,4,"they - music group, all women",
The Lady Lifers,Inmates,non-binary,0,0,8,"they - music group, all women",
Quixotic Fusion,Performance ensemble,no pronouns,0,0,0,"they - performance group, artistic directors are men",
Sleepy Man Banjo Boys,Bluegrass musicians,undetected,5,0,7,They (all male) - music group,
Naturally 7,A capella ensemble,non-binary,0,0,5,They (all male) - music group,
They Might Be Giants,Band,non-binary,0,0,12,They (all male) - music group,
Jenni Chang and Lisa Dazols,Documentary filmmakers,non-binary,0,0,7,they (both female),
Melati and Isabel Wijsen,Activists,non-binary,0,0,1,they (both female),
Miranda Wang and Jeanny Yao,Science fair winners,non-binary,0,0,1,they (both female),
Gabby Giffords and Mark Kelly,Former U.S. Representative and NASA astronaut; survivors,last case,3,7,4,they (male and female),
Roberto D'Angelo + Francesca Fedeli,Parents,last case,4,2,3,they (male and female),
Rufus Griscom + Alisa Volkman,Website co-founders,last case,2,1,2,they (male and female),
Beverly + Dereck Joubert,"Conservationists, filmmakers",non-binary,0,0,1,they (male and female),
Haas&Hahn,Favela painters,non-binary,0,0,2,they (male and male),
Handspring Puppet Company,Puppeteers,non-binary,0,0,5,they (male and male),
Raspyni Brothers,Jugglers,non-binary,0,0,4,they (male and male),
