,term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
16974,stigmatization,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
16975,stigmatized,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
16976,stigmatizing,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
16977,stillness,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16978,stilts,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0
16979,stimulant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
16980,stimulate,0,0,0,0,0,2,1,3,2,3,1,3,0,1,0,2
16981,stimulated,0,2,1,1,1,0,1,1,0,1,0,0,3,0,0,0
16982,stimulates,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
16983,stimulating,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1
16984,stimulation,0,1,0,7,1,1,1,3,0,2,6,1,2,0,5,1
16985,stimulators,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0
16986,stimuli,0,0,3,0,2,0,1,3,0,1,0,0,0,0,0,1
16987,stimulus,0,0,0,0,0,0,0,6,0,1,0,0,1,0,1,0
16988,sting,0,1,0,1,1,0,0,0,0,0,0,0,6,6,1,0
16989,stinging,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
16990,stings,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
16991,stinky,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
16992,stint,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
16993,stipple,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
16994,stir,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
16995,stirling,1,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16996,stirred,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
16997,stirring,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1
16998,stirs,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
16999,stitch,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1
17000,stitched,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
17001,stitches,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
17002,stock,1,1,2,2,0,2,1,11,1,3,1,3,2,7,2,6
17003,stockbroker,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17004,stockholm,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
17005,stocking,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
17006,stockpile,0,0,0,1,0,4,2,0,1,0,0,0,0,1,0,0
17007,stockpiles,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
17008,stockpiling,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17009,stocks,0,0,0,1,0,2,1,0,1,0,2,0,0,1,0,1
17010,stodgy,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
17011,stoic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
17012,stole,2,2,0,2,0,1,1,0,1,0,0,3,2,1,6,0
17013,stolen,0,0,0,1,3,4,1,1,1,1,2,3,2,7,1,1
17014,stoll,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17015,stomach,1,1,0,1,1,1,0,2,0,1,0,2,1,3,4,0
17016,stomachs,1,0,1,0,1,0,1,2,0,0,0,0,0,1,0,1
17017,stomatopod,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
17018,stomping,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17019,stonehenge,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
17020,stones,1,1,1,1,0,1,2,1,3,1,2,3,3,0,3,5
17021,stonewall,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,0
17022,stony,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0
17023,stool,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0
17024,stopping,2,0,1,1,0,2,2,1,3,0,1,1,6,5,1,8
17025,stops,2,0,5,2,2,3,2,2,2,2,6,3,2,5,1,3
17026,storage,1,1,1,1,0,2,1,0,4,3,5,2,2,0,1,1
17027,stored,1,2,5,0,1,2,2,4,0,2,0,2,3,1,1,0
17028,storefront,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17029,stores,2,1,3,2,2,4,2,0,0,1,1,3,2,0,0,1
17030,storing,1,1,1,0,1,0,0,3,0,0,0,1,0,0,1,2
17031,storm,2,0,0,1,0,1,3,0,1,1,2,6,2,6,8,4
17032,storms,0,0,1,0,0,1,1,0,1,0,2,2,1,2,2,2
17033,stormy,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
17034,storyteller,0,0,0,0,0,3,2,0,2,0,3,0,1,1,1,2
17035,storytellers,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2
17036,storytelling,0,3,0,3,2,0,3,0,1,0,6,1,4,1,4,16
17037,stove,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
17038,stoves,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
17039,stowed,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17040,straddling,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17041,straighten,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0
17042,straightened,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17043,straightforward,2,4,1,0,0,0,1,1,4,2,3,6,5,1,1,4
17044,strain,0,0,0,0,2,1,0,0,6,0,0,0,2,0,0,0
17045,strained,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
17046,straining,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
17047,strains,0,0,0,0,1,11,3,0,6,0,0,4,1,0,0,0
17048,straits,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
17049,strand,0,0,0,1,0,7,11,0,0,0,0,2,0,0,1,0
17050,stranded,0,0,0,2,0,0,6,0,2,0,0,0,1,0,2,0
17051,strands,0,0,0,1,1,2,16,0,0,0,0,1,1,1,0,0
17052,strangely,0,2,0,0,0,2,3,1,3,0,1,2,0,1,0,5
17053,strangeness,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
17054,stranger,0,0,1,0,1,3,6,0,0,1,1,4,2,6,15,9
17055,strangers,0,0,0,0,4,0,1,0,1,1,4,9,2,2,20,4
17056,strangled,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
17057,strangler,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
17058,strap,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0
17059,strapped,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
17060,straps,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0
17061,strata,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
17062,stratasys,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17063,strategic,0,0,0,4,5,0,2,3,0,0,1,2,0,4,0,7
17064,strategically,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
17065,strategies,1,1,2,6,1,1,0,6,0,1,0,1,8,4,4,2
17066,stratosphere,0,0,0,0,0,1,2,0,0,0,0,2,3,9,4,0
17067,straw,0,0,0,0,3,0,1,1,1,0,0,0,4,0,1,2
17068,strawberries,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0
17069,strawberry,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
17070,straws,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17071,stray,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17072,streak,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17073,streaking,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
17074,stream,2,3,1,2,0,5,1,6,0,4,1,2,6,0,2,3
17075,streamed,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
17076,streaming,1,1,0,1,1,3,1,0,0,1,0,1,3,2,0,3
17077,streamlined,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17078,streams,0,0,0,2,0,0,1,3,1,0,0,1,1,3,1,2
17079,streetcar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
17080,streetlights,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
17081,streets,7,6,4,3,10,10,0,3,8,11,7,2,11,16,6,23
17082,strengthen,0,0,0,0,0,0,2,0,0,0,1,1,0,1,1,2
17083,strengthening,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3
17084,strengths,0,0,9,0,0,1,1,1,0,1,2,0,2,1,0,3
17085,streptococcus,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
17086,stress,1,0,6,0,2,1,6,1,3,6,1,5,3,4,6,20
17087,stressed,2,0,0,0,0,0,0,1,0,0,2,1,1,4,1,8
17088,stresses,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17089,stressful,0,0,1,0,0,0,0,0,0,0,1,1,0,3,1,4
17090,stressors,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
17091,stretch,0,0,2,5,6,0,3,3,2,1,3,2,2,2,2,3
17092,stretched,0,0,1,1,1,0,1,0,0,1,1,1,2,3,3,1
17093,stretches,1,0,0,0,0,1,0,0,0,2,0,0,0,0,5,0
17094,stretching,0,0,0,1,1,1,0,0,1,2,1,1,0,0,6,2
17095,strewn,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
17096,strict,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
17097,strictly,3,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
17098,stride,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
17099,strident,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
17100,strides,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
17101,strife,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0
17102,strike,0,3,14,0,0,2,0,1,0,1,3,3,6,0,0,0
17103,strikes,2,2,3,0,3,0,0,1,0,1,3,1,3,0,0,1
17104,striking,1,2,2,0,0,1,0,0,1,1,1,1,2,5,3,3
17105,stringent,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
17106,strings,1,2,0,5,4,2,7,0,3,3,8,0,1,0,0,10
17107,strip,2,0,3,0,1,2,1,0,5,2,2,1,2,6,4,2
17108,stripe,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0
17109,striped,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
17110,stripes,0,0,0,1,0,1,1,1,0,0,1,0,0,3,0,0
17111,stripped,1,0,2,0,1,0,0,2,0,0,0,1,0,1,0,2
17112,stripping,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0
17113,strips,1,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0
17114,strive,1,0,0,2,0,0,1,5,0,1,3,0,1,0,3,4
17115,striving,0,0,1,0,1,0,1,0,0,1,1,1,2,0,0,0
17116,stroke,0,2,1,0,1,4,10,2,1,6,2,2,2,1,1,4
17117,strokes,0,0,0,0,2,1,1,0,1,5,0,0,4,2,1,1
17118,stroll,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
17119,strolling,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0
17120,stronger,0,2,4,2,6,2,2,3,6,5,5,2,11,5,3,9
17121,strongest,0,1,1,0,2,0,1,1,1,1,1,1,1,0,1,3
17122,strongly,0,5,1,2,4,1,0,2,1,1,3,3,6,1,1,6
17123,structural,1,1,0,10,2,1,0,1,3,4,1,0,2,6,2,0
17124,structurally,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
17125,structured,0,2,0,0,1,0,0,0,2,3,0,2,0,3,2,3
17126,structures,9,0,1,9,5,0,4,4,11,14,9,11,8,16,8,7
17127,struggle,1,4,3,0,1,3,7,4,1,3,3,4,10,11,4,11
17128,struggled,0,1,0,1,0,0,0,0,0,0,0,1,2,1,2,6
17129,struggles,1,0,0,0,0,0,2,0,0,1,0,0,5,0,0,1
17130,struggling,0,0,5,1,0,0,2,1,0,0,3,0,6,8,3,9
17131,strung,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
17132,stuart,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3
17133,stubborn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0
17134,stubbornness,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0
17135,stucco,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17136,studio,3,2,4,10,2,4,5,10,5,8,6,0,3,7,1,7
17137,studios,1,2,0,1,0,0,0,2,2,2,0,0,0,0,1,0
17138,stuffed,0,0,1,0,0,3,0,2,0,0,0,1,2,0,0,2
17139,stuffing,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
17140,stumble,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
17141,stumbled,0,0,0,1,1,1,1,0,0,3,0,0,0,2,1,3
17142,stumbling,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0
17143,stump,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
17144,stumped,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
17145,stunned,0,1,1,1,0,0,2,1,1,4,0,0,2,0,0,1
17146,stunning,0,1,1,0,1,0,1,1,1,1,2,0,1,3,5,2
17147,stunningly,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17148,stunt,0,4,0,0,0,1,0,0,0,0,0,0,0,2,1,2
17149,stunted,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
17150,stuntman,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0
17151,stunts,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0
17152,stupid,3,5,9,2,8,12,8,0,8,7,3,6,6,3,5,3
17153,stupider,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17154,stupidity,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
17155,stupidly,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
17156,stutter,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
17157,styles,1,2,1,1,0,2,0,1,0,2,0,2,0,0,0,1
17158,styling,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0
17159,stylish,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0
17160,stylized,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
17161,stymie,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17162,stymied,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
17163,styrofoam,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
17164,subatomic,2,0,1,0,0,1,2,0,0,0,1,0,0,0,1,0
17165,subconscious,0,7,0,0,0,1,0,0,1,0,0,0,1,0,0,1
17166,subconsciously,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17167,subculture,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
17168,subdivisions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17169,subjected,0,0,0,0,0,1,2,0,1,0,1,0,1,1,0,1
17170,subjective,1,0,0,1,0,0,0,1,0,2,1,1,7,2,0,1
17171,subjects,2,8,0,0,2,9,1,3,6,4,3,4,3,1,6,1
17172,sublime,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0
17173,submarine,1,1,0,1,0,1,4,0,0,0,0,0,1,0,0,0
17174,submarines,1,0,1,0,0,0,1,3,0,1,0,0,0,1,0,0
17175,submerged,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
17176,submersible,0,0,0,1,0,0,1,1,2,6,0,4,0,0,0,0
17177,submersibles,0,0,3,1,0,0,2,0,1,0,0,0,0,0,0,0
17178,submission,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1
17179,submissions,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1
17180,submissive,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
17181,submit,0,0,0,2,1,1,1,1,0,1,0,3,2,1,0,3
17182,submitted,1,0,5,0,0,2,3,1,0,1,0,1,0,1,0,0
17183,subordination,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17184,subs,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
17185,subscribe,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
17186,subscriber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
17187,subscribers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
17188,subscriptions,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0
17189,subsequent,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,3
17190,subsequently,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1
17191,subset,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1
17192,subsided,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17193,subsidies,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0
17194,subsidize,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0
17195,subsidized,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17196,subsidy,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
17197,substance,1,2,0,2,0,1,1,2,2,2,0,0,3,0,1,0
17198,substances,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
17199,substantial,3,2,3,2,1,1,0,0,1,0,1,1,3,1,0,1
17200,substantially,1,0,4,0,0,0,0,1,1,0,1,0,0,1,0,3
17201,substitute,0,0,0,1,0,0,0,0,1,3,1,0,1,0,1,2
17202,substituting,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
17203,substitution,1,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0
17204,substrate,1,0,0,2,0,0,1,0,1,0,0,1,0,3,0,0
17205,subtle,1,5,2,1,1,5,0,1,2,1,6,3,4,8,3,0
17206,subtler,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
17207,subtleties,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
17208,subtly,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
17209,subtract,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17210,subtracting,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
17211,subtraction,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17212,suburb,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,1
17213,suburban,0,0,2,3,1,0,0,0,0,0,1,0,1,1,0,0
17214,suburbs,1,0,0,0,0,0,1,0,1,0,2,1,3,0,3,2
17215,subvert,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17216,subverted,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
17217,subway,2,0,4,0,1,7,4,0,3,7,2,0,1,0,1,3
17218,subways,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
17219,succeed,0,5,0,4,3,2,2,3,7,1,5,3,5,8,7,3
17220,succeeded,1,2,0,0,1,2,2,1,2,4,4,0,2,5,2,1
17221,succeeding,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,2
17222,succeeds,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1
17223,successes,1,0,0,2,1,2,0,0,0,0,1,0,1,6,2,1
17224,successful,0,13,10,6,8,12,7,13,7,11,7,9,16,11,6,19
17225,successfully,0,3,0,0,0,0,0,1,2,3,3,2,2,2,5,3
17226,succession,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
17227,successive,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1
17228,successor,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17229,succinctly,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
17230,succumb,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
17231,succumbed,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
17232,succumbs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
17233,suck,4,0,2,1,0,1,1,3,3,1,1,0,0,0,1,0
17234,sucked,0,0,1,1,0,1,1,1,1,3,0,0,0,0,0,2
17235,sucker,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
17236,sucking,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
17237,sucks,0,0,1,0,1,3,0,2,2,0,0,1,2,4,0,4
17238,suction,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,4
17239,sudan,0,0,0,2,0,1,2,1,1,1,0,0,1,0,1,2
17240,sudanese,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
17241,sue,0,0,4,0,0,0,0,0,4,0,0,6,0,0,0,0
17242,sued,0,0,0,0,0,2,0,1,3,0,3,1,1,1,1,0
17243,suffer,0,1,1,1,1,1,2,3,4,1,4,5,3,3,4,7
17244,suffered,1,0,1,0,2,2,3,0,7,2,0,6,2,1,2,3
17245,suffers,0,1,0,1,0,0,1,0,1,0,0,0,3,2,1,0
17246,suffice,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
17247,sufficient,1,0,0,1,0,0,1,0,1,0,1,0,1,2,2,6
17248,sufficiently,1,0,2,1,2,0,1,1,1,0,0,0,1,1,0,0
17249,suffocated,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17250,sugar,5,4,3,2,3,0,3,13,11,15,0,0,2,5,0,3
17251,sugarcane,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
17252,sugarloaf,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
17253,sugars,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
17254,sugary,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
17255,suggesting,0,0,1,3,0,2,2,5,1,2,3,2,4,1,1,1
17256,suggestion,1,3,0,0,0,1,0,1,1,0,0,3,1,0,1,1
17257,suggestions,0,0,0,1,0,7,0,1,0,0,1,3,0,1,1,4
17258,suggestive,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17259,suggests,0,2,2,3,0,10,5,2,3,4,2,2,1,4,2,1
17260,suicidal,1,0,0,0,1,1,1,1,0,0,0,1,7,1,0,1
17261,suicide,1,1,2,0,4,4,4,2,11,0,4,1,18,3,0,2
17262,suing,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17263,suit,1,0,2,7,2,3,2,7,2,2,4,2,7,11,6,5
17264,suitable,2,0,0,0,0,1,2,0,0,0,0,0,3,1,1,2
17265,suitcase,0,0,0,0,0,2,7,1,0,1,9,0,0,1,0,1
17266,suite,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
17267,suited,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,1
17268,suites,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
17269,suits,0,0,0,0,1,1,1,2,2,1,0,0,1,7,1,0
17270,sulfide,0,0,0,1,1,0,16,0,16,0,0,0,0,0,0,0
17271,sulfur,1,0,2,5,0,0,0,0,0,1,0,0,0,0,0,0
17272,sulfuric,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0
17273,sum,0,2,3,2,21,6,1,2,6,6,3,2,0,1,8,3
17274,summarize,0,1,3,0,0,0,1,0,0,1,1,0,1,2,2,1
17275,summarized,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
17276,summarizes,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0
17277,summary,0,0,2,0,0,1,2,2,2,0,1,1,0,2,0,1
17278,summed,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,2
17279,summer,3,11,4,6,5,20,15,10,0,10,12,8,9,3,10,18
17280,summers,0,0,0,1,0,0,1,1,1,1,0,0,2,1,0,2
17281,summertime,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
17282,summit,1,0,0,0,1,0,0,3,0,0,0,1,0,3,3,1
17283,summon,0,0,0,1,0,2,1,0,0,0,0,0,1,0,0,1
17284,summoned,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0
17285,summons,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
17286,sums,0,0,0,1,0,2,2,0,2,0,0,2,0,1,2,0
17287,sunbathe,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17288,sunburnt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17289,sundance,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1
17290,sunday,1,2,0,4,0,2,3,3,2,1,8,0,4,2,3,4
17291,sundays,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
17292,sunflowers,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17293,sung,0,0,0,0,0,0,0,1,0,1,0,1,0,3,0,0
17294,sunglasses,0,0,4,2,0,0,1,0,0,1,0,0,0,0,1,0
17295,sunk,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
17296,sunken,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17297,sunlight,7,20,1,4,1,4,4,2,1,0,3,2,5,3,2,5
17298,sunny,0,0,1,0,0,2,1,1,1,1,1,0,0,1,1,2
17299,sunrise,0,1,0,0,0,1,1,0,0,1,0,1,2,0,1,0
17300,suns,0,0,0,0,1,0,1,0,0,2,0,3,0,0,5,0
17301,sunscreen,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
17302,sunset,0,0,0,0,1,0,0,0,0,0,1,1,3,0,1,1
17303,sunsets,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
17304,sunshine,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2
17305,superbug,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
17306,superbugs,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
17307,supercomputer,0,0,0,1,1,1,0,1,6,0,2,3,0,0,0,2
17308,supercomputers,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1
17309,superconducting,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
17310,superego,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17311,superficial,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0
17312,superfluous,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
17313,superhero,0,0,0,0,0,0,1,1,0,1,12,1,0,0,0,2
17314,superheroes,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
17315,superhighway,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17316,superhuman,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8
17317,superimposed,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
17318,superintelligence,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1
17319,superintelligent,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2
17320,superintendent,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0
17321,superior,0,0,2,1,1,0,1,0,0,1,1,2,0,0,0,3
17322,superman,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0
17323,supermarket,0,0,5,1,2,0,0,3,2,0,1,1,0,1,0,1
17324,supermarkets,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
17325,supermodel,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
17326,supernatural,1,2,0,1,0,3,1,0,1,0,0,0,0,0,0,0
17327,supernova,0,0,0,0,0,1,1,0,0,2,0,0,7,1,5,0
17328,supernovae,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0
17329,superorganism,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
