subject,verb,object
laboratory,published,[discovery]
trouble,growing,[rice]
Flooding,expected,"[to, be, increasingly, problematic, as, the, climate, changes]"
He,told,[me]
himself,studying,[variety]
that,had,[property]
It,withstand,[weeks]
them,isolate,[gene]
millions,grow,[rice]
Kenong,spent,[years]
You,got,"[to, see, it]"
we,engineered,[that]
gene,have,[effect]
I,going,"[to, show, you, a, four, -, month, time, lapse, video, taken, at, the, International, Rice, Research, Institute]"
Breeders,developed,"[rice, variety]"
you,see,"[Sub1, variety]"
variety,does,[great]
it,produces,[grain]
I,love,[video]
it,shows,[power]
farmers,grew,"[Sub1, rice]"
people,mind,[modification]
it,comes,[modification]
lot,say,[Yuck]
you,do,[that]
I,going,"[to, give, you, three, examples]"
virus,wiped,[production]
people,thought,"[to, try, to, fight, this, disease, using, genetic, engineering]"
Hawaiian,decided,"[to, try, to, fight, this, disease, using, genetic, engineering]"
He,took,[snippet]
he,inserted,[it]
You,see,[papaya]
some,feel,[queasy]
some,consider,[this]
papaya,carries,"[trace, amount]"
what,comes,[end]
which,devastate,"[eggplant, crop]"
farmers,spray,[insecticides]
families,afford,[protection]
scientists,decided,"[to, fight, this, disease, using, a, genetic, technique, that, builds, on, an, organic, farming, approach]"
farmers,spray,[insecticide]
they,prevent,[insect]
scientists,cut,[gene]
scientists,insert,[it]
I,given,[examples]
engineering,used,"[to, fight, pests, and, disease, and, to, reduce, the, amount, of, insecticides]"
engineering,used,"[to, reduce, malnutrition]"
scientists,engineered,[rice]
we,find,[that]
cup,save,[lives]
rice,opposed,[activists]
activists,invaded,"[field, trial]"
activists,destroyed,"[field, trial]"
they,destroying,[more]
they,destroying,[medicines]
children,needed,[that]
I,explained,[engineering]
I,asking,[you]
We,ask,[food]
everyone,afford,[food]
We,try,"[to, minimize, environmental, degradation]"
What,scares,[me]
technology,denied,[access]
who,have,[enough]
We,have,[challenge]
's,celebrate,[innovation]
's,use,[it]
I,understand,[it]
we,put,[genes]
we,created,[that]
that,challenged,[years]
they,started,"[mixing, up, with, the, rest, of, what, 's, going, on, ,, could, n't, that, trigger, some, kind, of, cataclysm, or, problem, ,]"
that,trigger,[kind]
companies,have,"[that, to, put, them, out, there]"
they,buy,[seed]
they,'s,[seed]
they,selling,[seed]
farmers,want,"[that, to, buy]"
Farmers,afford,[seed]
You,seed,[stuff]
people,have,[choice]
we,do,[something]
I,trying,"[to, make]"
we,doing,"[things, mutagenesis]"
This,induces,[thousands]
It,making,[something]
I,think,[something]
you,spray,[eggplant]
you,engineer,[it]
you,stuck,[frass]
PR,Thank,[you]
I,appreciate,[it]
McClure,left,"[Nags, Head]"
friends,built,[it]
it,weighed,[pounds]
Tori,made,[videos]
she,covered,[miles]
she,had,"[radio, contact]"
that,disabled,"[communications, systems]"
she,rowed,[strokes]
she,traveled,[feet]
I,want,"[to, show, you, my, little, friends]"
She,saw,"[fish, dolphins, whales, sharks, sea, turtles]"
guys,have,"[weather, report]"
That,coming,"[east, northeast]"
nothing,going,"[to, happen, soon]"
report,tell,[her]
TMM,sprained,[ankle]
I,get,"[to, row, for, four, hours, without, a, flagging, wind]"
she,covered,[miles]
boat,kept,[capsizing]
I,took,[rib]
I,had,"[six, capsizes]"
I,have,"[Argus, beacon]"
I,set,"[distress, signal]"
I,think,"[distress, signal]"
I,lost,[track]
I,seem,"[to, capsize, about, every, 15, minutes]"
I,broken,[arm]
waves,tearing,[boat]
I,keep,[praying]
I,going,"[to, make, it, through, this]"
Tori,set,"[distress, beacon]"
Tori,rescued,"[container, ship]"
They,found,[boat]
bravery,stuck,[story]
I,adapting,[story]
She,having,[time]
friends,calling,"[how, to, talk, to, them]"
she,know,"[how, to, talk, to, them]"
She,sings,[song]
I,took,[body]
I,saw,[Gibraltar]
I,seen,[what]
nothing,consoles,[me]
mind,floats,"[wayward, wild]"
Tori,starts,"[to, get, her, feet, under, her]"
She,starts,"[hanging, out, with, her, friends, again]"
She,meets,[guy]
She,gets,[job]
Tori,shares,[news]
she,died,[that]
You,want,"[to, go, through, life, as, the, woman, who, almost, rowed, across, the, ocean]"
Tori,rebuilt,"[American, Pearl]"
she,did,[it]
mom,asked,[me]
I,drew,"[fairy, mushroom]"
she,built,[it]
I,designing,[houses]
room,overlooks,[valley]
You,enter,[house]
roofs,catch,[breezes]
rooms,have,"[windows, bugs]"
We,made,[bed]
client,wanted,"[TV, room]"
we,made,[pod]
we,have,[luxuries]
I,got,"[tell, you]"
people,hesitate,"[to, use, it]"
We,figured,[insulation]
bamboo,treat,[you]
you,use,[it]
we,use,[seven]
he,planted,[that]
it,sends,[generation]
it,grow,[meter]
we,call,[it]
it,has,[strength]
it,Slam,[tons]
it,take,[it]
father,built,"[Green, School]"
he,chose,[bamboo]
he,saw,[it]
I,saw,[structures]
this,makes,[sense]
this,happened,[what]
we,do,[what]
I,founded,[Ibuku]
Ibu,means,[mother]
ku,means,[mine]
it,represents,"[Mother, Earth]"
we,doing,[what]
together,creating,[way]
we,built,[structures]
you,seen,[them]
we,fill,[them]
we,surround,[them]
we,love,"[to, invite, you, all, to, come, visit, someday]"
you,see,"[Green, School]"
we,keep,"[building, classrooms]"
we,replicated,[that]
that,spans,[meters]
we,doing,[what]
that,reached,"[bamboo, rafts]"
it,take,[what]
we,needed,"[treatment, solutions]"
It,turns,[bamboo]
structure,Treat,[it]
structure,design,[it]
structure,last,[lifetime]
Second,build,[something]
culture,fosters,[craftsmanship]
It,values,[artisan]
you,designing,[poles]
We,had,"[to, invent, our, own, rules]"
We,ask,[bamboo]
it,wants,"[what, to, become]"
it,says,[what]
we,use,[that]
we,bring,[it]
we,measure,[pole]
we,consider,[curve]
we,choose,[piece]
we,consider,[everything]
you,make,[door]
we,had,"[to, push, ourselves]"
we,found,[space]
you,make,[ceiling]
you,have,[boards]
me,tell,[you]
you,got,[what]
ceiling,stretch,[canvas]
ceiling,lacquer,[it]
you,design,"[kitchen, countertops]"
that,do,[justice]
we,carve,[each]
we,leave,[crusts]
we,doing,[what]
connections,reinforced,"[steel, joints]"
we,use,[lot]
You,feel,[texture]
it,affect,[way]
you,walk,[that]
it,change,[footprint]
you,leave,[that]
I,remember,"[being, nine, years, old, and, feeling, wonder, ,, and, possibility, ,, and, a, little, bit, of, idealism]"
we,got,[way]
you,create,"[beauty, comfort, safety, luxury]"
we,going,"[what, to, do]"
we,going,"[to, talk, about, your, life]"
you,shared,[that]
You,brought,"[Martin, Rothblatt]"
you,married,[woman]
I,saw,[Bina]
we,began,"[living, together]"
I,saw,[her]
I,saw,[aura]
I,asked,[her]
she,saw,[aura]
We,showed,[pictures]
we,married,[pictures]
I,think,"[addressing, this, problem, of, how, could, you, use, satellites, to, revolutionize, radio]"
you,had,[companies]
you,started,"[addressing, this, problem, of, how, could, you, use, satellites, to, revolutionize, radio]"
you,use,[satellites]
I,loved,"[space, technology, satellites]"
ancestors,pushed,[that]
I,developed,[types]
I,had,[idea]
we,make,[satellite]
who,used,[Sirius]
It,happened,"[it, side]"
I,discussed,"[it, side]"
I,expressed,[it]
I,kept,[it]
It,showed,[side]
each,had,[take]
I,love,[soul]
it,matter,[soul]
I,love,[soul]
daughter,did,[thing]
She,told,[people]
I,love,[dad]
she,loves,[me]
she,had,[problem]
you,published,[book]
people,have,[genitals]
genitals,determine,"[gender, identity]"
they,want,[gender]
they,forced,[society]
Africa,used,"[to, force, people, into, categories, of, black, or, white]"
that,crosses,[continuum]
I,change,[gender]
I,change,[hairstyle]
she,finding,[herself]
she,diagnosed,"[to, have, a, rare, ,, almost, invariably, fatal, disease, called, pulmonary, arterial, hypertension]"
we,tried,"[to, get, her, to, the, best, doctors, we, could]"
head,told,[us]
he,going,"[to, refer, her, to, get, a, lung, transplant, ,, but, not, to, hold, out, any, hope, ,, because, there, are, very, few, lungs, available, ,, especially, for, children]"
any,seen,[film]
kind,crying,[fate]
kind,bemoaning,[fate]
you,accept,[that]
You,started,"[trying, to, research, and, see, if, you, could, find, a, cure, somehow]"
you,find,[cure]
I,tag,[team]
other,watched,[rest]
I,went,[team]
I,read,[article]
I,find,[that]
I,taken,[biology]
I,had,"[to, go, from, a, biology, textbook, to, a, college, -, level, textbook, and, then, medical, textbook, and, the, journal, articles, ,, back, and, forth]"
I,knew,"[to, go, from, a, biology, textbook, to, a, college, -, level, textbook, and, then, medical, textbook, and, the, journal, articles, ,, back, and, forth]"
somebody,find,[cure]
we,started,[foundation]
I,wrote,[description]
we,pay,[description]
we,appreciate,[funding]
you,provided,[us]
we,going,"[to, be, able, to, find, a, cure, in, time, to, save, your, daughter]"
Wellcome,is,"[Glaxo, Wellcome]"
that,halt,[progression]
Wellcome,acquired,"[Glaxo, Wellcome]"
They,made,[decision]
you,use,[expertise]
you,get,[access]
I,went,"[to, send, the, drug, out, to, anybody, at, all]"
times,rejected,"[to, send, the, drug, out, to, anybody, at, all]"
they,having,"[to, send, the, drug, out, to, anybody, at, all]"
they,going,"[to, out, -, license, the, drug, to, a, satellite, communications, expert]"
they,going,"[to, send, the, drug, out, to, anybody, at, all]"
they,thought,"[to, send, the, drug, out, to, anybody, at, all]"
I,have,[expertise]
I,wore,[resistance]
they,had,[hope]
they,tried,"[to, tell, me]"
You,wasting,[time]
they,agreed,"[to, give, me, worldwide, rights, to, this, drug]"
you,put,[drug]
it,take,[what]
I,ended,[that]
I,wrote,[check]
they,gave,"[me, Ziploc, bag]"
They,said,"[Do, n't, give, it, to, any, human, ,, "", and, they, gave, me, a, piece, of, paper, which, said, it, was, a, patent, ,, and, from, that, ,, we, had, to, figure, out, a, way, to, make, this, medicine]"
they,give,[it]
they,gave,[piece]
we,had,"[to, figure, out, a, way, to, make, this, medicine]"
it,had,[life]
that,had,[sparkle]
you,took,"[company, public]"
you,paid,[Glaxo]
we,pay,"[percent, dollars]"
You,see,"[me, Bina, Jenesis]"
she,do,[anything]
she,believe,[me]
you,grew,[life]
you,got,[disease]
I,run,"[to, run, into, anybody, again]"
I,want,"[to, run, into, anybody, again]"
she,chooses,"[to, work, in, United, Therapeutics]"
she,wants,"[to, do, all, she, can, to, help, other, people, with, orphan, diseases, get, medicines]"
she,helps,"[digitally, unite, the, entire, company, to, work, together, to, find, cures, for, pulmonary, hypertension]"
who,has,[disease]
you,are,[that]
you,tackling,[that]
who,continue,"[to, die, of, this, illness]"
medicines,slow,[progression]
they,halt,[it]
you,address,[that]
I,conceptualize,[possibility]
we,keep,"[cars, planes, buildings]"
we,create,[supply]
we,teamed,"[pig, genome]"
company,modify,"[pig, genome]"
organs,rejected,[body]
organs,create,[supply]
We,do,[this]
we,had,[that]
graph,says,[something]
this,mean,[What]
graph,means,[What]
that,processes,"[information, world]"
you,describe,[that]
on,creating,[situation]
people,create,"[mind, file]"
we,poured,[that]
we,call,[her]
She,programmed,"[Hanson, Robotics]"
she,'s,"[web, hundreds]"
she,roams,[web]
she,has,[hundreds]
she,says,[things]
that,blow,[people]
it,costs,"[us, nothing]"
I,think,[one]
apps,become,[one]
that,allow,[us]
that,develop,"[operating, systems]"
that,have,[life]
this,sound,"[mad, some, realities]"
you,done,[what]
minds,give,[that]
that,undertaken,[companies]
you,are,"[to, be, a, genius, to, see, that, all, these, threads, are, going, to, come, together, and, ultimately, create, human, consciousness]"
that,expresses,[aspects]
you,have,"[to, be, a, genius, to, see, that, all, these, threads, are, going, to, come, together, and, ultimately, create, human, consciousness]"
threads,going,"[to, come, together, and, ultimately, create, human, consciousness]"
we,have,[simulacrum]
that,helps,"[us, process, books]"
I,believe,[other]
we,love,[other]
I,love,[you]
we,invite,[you]
I,have,"[to, ask, you, one, question]"
we,need,"[to, see, you]"
someone,told,[you]
I,thought,[that]
we,started,"[making, goals, and, setting, those, goals, and, accomplishing, things]"
you,knew,[it]
we,keep,"[going, up, and, up]"
we,stopping,"[that, making, goals, and, setting, those, goals, and, accomplishing, things, going, up, and, up]"
Martine,told,[something]
he,wanted,"[to, live, for, hundreds, of, years, as, a, mind, file]"
we,want,"[to, do, it, together]"
we,want,"[to, wake, up, together]"
we,say,[infidelity]
we,mean,[what]
I,traveled,[globe]
who,shattered,[infidelity]
that,rob,[couple]
infidelity,has,[tenacity]
men,had,[license]
men,supported,[host]
that,justified,[need]
monogamy,used,"[to, be, one, person, for, life]"
We,used,"[to, marry]"
We,had,[sex]
we,marry,"[having, sex, with, others]"
we,stop,"[having, sex, with, others]"
monogamy,had,[nothing]
Men,relied,[cows]
who,gets,[cows]
everyone,wants,"[to, know, what, percentage, of, people, cheat]"
I,asked,[question]
definition,keeps,"[expanding, :, sexting, ,, watching, porn, ,, staying, secretly, active, on, dating, apps]"
what,constitutes,[infidelity]
we,walking,[contradictions]
we,do,[what]
we,having,[one]
I,like,[definition]
it,brings,[elements]
you,imagine,[that]
infidelity,exacted,[toll]
infidelity,threatened,[security]
infidelity,threatens,[security]
we,used,"[to, turn, to, adultery]"
we,sought,[love]
we,seek,[love]
adultery,destroys,[it]
infidelity,hurts,[that]
We,have,[ideal]
we,turn,"[to, fulfill, an, endless, list, of, needs, :, to, be, my, greatest, lover, ,, my, best, friend, ,, the, best, parent, ,, my, trusted, confidant, ,, my, emotional, companion, ,, my, intellectual, equal]"
infidelity,tells,[me]
Infidelity,shatters,[ambition]
it,threatens,[sense]
I,knew,[life]
I,question,[everything]
I,trust,[you]
I,trust,[anyone]
Heather,telling,[me]
we,saw,[other]
She,tells,[me]
father,had,[affairs]
she,found,"[receipt, bit]"
she,goes,[digging]
she,finds,[hundreds]
photos,exchanged,"[digging, hundreds]"
desires,expressed,"[digging, hundreds]"
we,have,[paradox]
we,dealing,[that]
we,have,[desires]
I,deserve,"[to, be, happy]"
we,used,"[to, divorce]"
divorce,carried,[shame]
she,talk,"[advice, him]"
they,judge,[her]
she,gets,[advice]
she,Leave,[him]
we,have,[affairs]
you,have,[everything]
that,inoculate,[us]
passion,has,"[shelf, life]"
relationship,provide,[that]
they,find,[themselves]
they,cross,[line]
you,find,"[longing, yearning, wish]"
I,thinking,"[husband, to, hurt, the, man]"
I,loves,[husband]
I,want,"[to, hurt, the, man]"
she,tells,[me]
she,done,"[girl, wife]"
who,removed,[tree]
she,had,[that]
we,seek,[gaze]
we,have,[that]
people,tell,[me]
who,have,[affairs]
they,tell,[stories]
they,raise,[questions]
I,feel,[thing]
it,led,[me]
that,propel,[people]
you,think,[what]
incompleteness,keeps,[you]
you,have,[which]
we,have,[freedom]
we,seem,"[to, be, lured, by, the, power, of, the, forbidden]"
we,do,[that]
we,supposed,"[which, to, do]"
we,want,"[what, to]"
I,told,[few]
they,bring,"[tenth, imagination, verve]"
they,put,[that]
they,need,"[to, see, me]"
others,jolt,[us]
who,experienced,[affairs]
I,want,[more]
who,did,[it]
they,get,"[to, claim, more]"
they,have,"[to, uphold, the, status, quo, that, may, not, have, been, working, for, them, that, well, ,, either]"
lot,have,[depths]
they,had,[that]
Something,rekindle,[desire]
Something,make,[way]
couples,do,[that]
perpetrator,acknowledges,[wrongdoing]
who,had,[affair]
who,have,[affairs]
he,needs,"[to, hold, vigil, for, the, relationship]"
He,needs,"[to, become, ,, for, a, while]"
he,relieve,[Heather]
he,begins,"[to, restore, trust]"
that,bring,[sense]
that,give,"[joy, meaning, identity]"
you,do,[it]
that,inflict,[pain]
that,keep,[you]
I,call,[what]
that,mine,"[meaning, motives]"
affair,mean,[What]
you,do,[that]
affair,redefine,[relationship]
couple,determine,[relationship]
they,yield,[answers]
we,betray,[partner]
you,listened,[accent]
I,know,[accent]
you,thinking,[what]
She,has,[accent]
I,asked,[question]
I,recommend,[it]
you,have,[affair]
you,have,[cancer]
illness,yielded,[perspective]
I,asked,[that]
it,did,[what]
it,meant,[what]
I,tell,[this]
most,going,"[to, have, two, or, three, relationships, or, marriages]"
some,going,"[to, do, it, with, the, same, person]"
you,like,"[to, create, a, second, one, together]"
sun,has,[planets]
stars,have,[planets]
they,do,[planets]
astronomers,found,[thousands]
star,has,[planet]
that,faced,[humankind]
life,originate,[planet]
life,populate,[planet]
you,do,[math]
we,have,[evidence]
we,see,[map]
you,see,"[planets, spacecraft]"
that,orbiting,[sun]
we,imagine,"[going, to, the, West, Coast, of, North, America, ,, and, looking, out, at, the, night, sky]"
we,see,[what]
we,have,[thousands]
We,know,[size]
conception,zooming,[you]
conception,showing,[you]
people,have,[notion]
we,work,[data]
we,get,[data]
I,have,[way]
we,thinking,[that]
Kepler-186f,orbits,[star]
it,has,[pigments]
that,does,[photosynthesis]
shadow,has,[company]
that,orbit,[stars]
we,visit,[one]
you,see,[sunsets]
you,have,[shadows]
fiction,got,[things]
I,have,[couple]
we,visit,[any]
we,melt,[any]
we,know,"[mass, size]"
it,has,[density]
We,know,[anything]
it,have,"[steam, atmosphere]"
we,want,"[to, find, the, planets, that, are, Goldilocks, planets]"
we,call,[them]
we,have,"[to, be, able, to, look, at, the, planet, 's, atmosphere]"
We,have,"[to, be, able, to, assess, the, greenhouse, gases, on, other, planets]"
fiction,got,[things]
Enterprise,had,"[to, travel, vast, distances, at, incredible, speeds, to, orbit, other, planets, so, that, First, Officer, Spock, could, analyze, the, atmosphere, to, see, if, the, planet, was, habitable, or, if, there, were, lifeforms, there]"
Spock,analyze,[atmosphere]
we,need,"[to, travel, at, warp, speeds, to, see, other, planet, atmospheres]"
I,want,"[to, dissuade, any, budding, engineers, from, figuring, out, how, to, do, that]"
They,installed,[camera]
we,have,[technology]
I,wanted,"[to, try, to, explain, to, you, how, we, study, exoplanet, atmospheres]"
we,study,"[exoplanet, atmospheres]"
you,see,[lines]
astronomers,studied,[objects]
molecule,has,[set]
we,study,[atmospheres]
I,started,"[working, on, exoplanet, atmospheres, 20, years, ago]"
people,told,[me]
we,observe,[them]
Earth,has,[oxygen]
I,told,[you]
we,find,[Earths]
I,have,[theory]
It,reminds,[me]
I,receive,"[email, emails]"
I,had,[theory]
I,emailed,"[Nobel, Laureate]"
he,said,"[Sure, ,, come, and, talk, to, me]"
I,brought,"[biochemistry, friends]"
we,went,"[biochemistry, friends]"
life,produces,[molecules]
They,exist,[ozone]
life,produces,[ozone]
we,go,[theory]
he,shot,[theory]
He,found,[example]
we,found,[something]
life,produces,[types]
we,doing,[what]
now,trying,"[to, figure, out, on, which, types, of, exoplanets, ,, which, gases, could, be, attributed, to, life]"
we,find,[gases]
they,produced,"[aliens, life]"
we,going,"[to, find, these, planets]"
we,open,[gateway]
we,find,[hundreds]
We,have,[shot]
I,finished,"[leading, a, two, -, year, project, in, this, very, special, phase, of, a, concept, we, call, the, starshade]"
we,call,[starshade]
it,blocks,[light]
telescope,see,[planets]
members,holding,[part]
this,has,"[petals, have]"
they,have,"[to, deploy, to, millimeters]"
structure,have,"[to, fly, tens, of, thousands, of, kilometers, away, from, the, telescope]"
it,has,"[to, be, a, very, special, shape, ,, because, of, the, physics, of, defraction]"
truss,has,[heritage]
we,try,"[to, think, of, all, the, crazy, gases, that, might, be, out, there]"
we,build,"[space, telescopes]"
we,going,"[what, to, find]"
we,find,[image]
they,are,"[space, telescopes]"
they,build,"[space, telescopes]"
we,trying,"[that, to, build]"
I,pause,"[to, think, about, my, professional, struggle, and, huge, ambition]"
I,devoting,[rest]
we,have,[capability]
capability,estimate,"[surface, temperature]"
we,look,"[greenhouse, gases]"
we,assess,"[greenhouse, gases]"
we,making,[kind]
who,found,[worlds]
I,give,[you]
we,expect,[what]
we,call,[what]
we,going,"[what, to, do]"
we,going,"[to, look, at, a, special, kind, of, planet, called, transient, exoplanets]"
I,going,"[to, ask, you, one, follow, -, up, question, ,, too, ,, Sara, ,, as, the, generalist]"
I,struck,[notion]
you,began,"[thinking, about, exoplanets]"
they,existed,[that]
it,take,[What]
we,supposed,"[to, be, skeptical]"
person,saying,[what]
saying,makes,[sense]
you,seen,[it]
You,have,[curiosity]
people,say,[what]
I,love,[that]
I,take,[what]
One,gets,[returns]
Twain,meant,[it]
we,infer,[existence]
we,try,"[to, say, something, about, the, fundamental, mechanisms, of, human, cognition]"
I,spent,[decade]
children,learn,[much]
it,turns,[inferences]
which,put,[spin]
I,going,"[to, give, you, just, two, examples, today]"
I,going,"[to, talk, about, work, in, my, lab]"
We,poll,[fraction]
we,predict,[outcome]
We,see,[drugs]
we,bring,[drugs]
we,poll,[voters]
we,include,[men]
results,generalize,[men]
scientists,care,[what]
that,have,[what]
babies,have,"[to, generalize, from, small, samples, of, data, all, the, time]"
They,see,"[rubber, ducks]"
they,develop,[expectations]
they,going,"[that, to, extend, to, rubber, ducks, and, balls, for, the, rest, of, their, lives]"
babies,have,"[to, make, about, ducks, and, balls, they, have, to, make, about, almost, everything, :, shoes, and, ships, and, sealing, wax, and, cabbages, and, kings]"
they,have,"[to, make, about, almost, everything, :, shoes, and, ships, and, sealing, wax, and, cabbages, and, kings]"
I,going,"[to, show, you, two, movies, ,, one, from, each, of, two, conditions, of, an, experiment]"
you,going,"[to, see, just, two, movies]"
you,going,"[to, see, just, two, babies]"
babies,differ,"[to, show, you, two, movies, ,, one, from, each, of, two, conditions, of, an, experiment, to, see, just, two, babies]"
you,going,"[to, see, represent, average, group, differences, in, babies, ', behavior, across, conditions]"
you,going,"[to, see, a, baby, doing, maybe, just, exactly, what, you, might, expect, a, baby, to, do]"
we,make,"[to, see, a, baby, doing, maybe, just, exactly, what, you, might, expect, a, baby, to, do]"
you,pay,"[what, attention]"
babies,going,"[to, observe]"
We,going,"[to, show, babies, a, box, of, blue, and, yellow, balls]"
student,going,"[to, pull, three, blue, balls, in, a, row, out, of, this, box]"
she,pulls,[balls]
she,going,"[to, squeeze, them]"
balls,going,"[to, squeak]"
You,do,[that]
you,reach,[things]
you,pull,[things]
balls,have,[sticks]
babies,do,[things]
they,wanted,[to]
They,pound,[them]
They,whack,[them]
baby,does,[what]
Gweon,See,[this]
you,see,[that]
I,have,"[to, talk]"
babies,generalize,[properties]
we,known,[things]
we,show,"[babies, thing]"
we,ensure,[balls]
we,have,[compartment]
we,pull,[balls]
we,going,"[to, show, babies, three, blue, balls, pulled, out, of, a, box, of, mostly, yellow, balls]"
we,guess,[what]
You,draw,[balls]
That,sampled,[evidence]
Hyowon,sampling,[balls]
baby,does,[what]
babies,do,[things]
me,show,[results]
you,see,[percentage]
who,squeezed,[ball]
this,leads,"[Suppose, you, pulled, just, one, blue, ball, out, of, the, mostly, yellow, box]"
you,pulled,[ball]
You,pull,[balls]
you,sample,[ball]
you,reach,[something]
you,pull,[something]
babies,going,"[to, see, much, less, evidence, for, squeaking]"
babies,have,[actions]
babies,squeeze,[more]
we,found,[what]
babies,care,[this]
they,use,[this]
what,squeaks,"[what, what]"
what,n't,"[what, what]"
what,explore,[what]
what,ignore,[what]
me,show,[example]
He,like,"[to, make, this, toy, go]"
I,show,"[second, clip]"
he,doing,[something]
we,going,"[to, give, babies, just, a, tiny, bit, of, statistical, data, supporting, one, hypothesis, over, the, other]"
we,going,"[to, see, if, babies, can, use, that, to, make, different, decisions, about, what, to, do]"
babies,use,[that]
Hyowon,going,"[to, try, to, make, the, toy, go, and, succeed]"
I,going,"[to, try, twice, and, fail, both, times]"
Hyowon,going,"[to, try, again, and, succeed]"
this,sums,[relationship]
it,provides,[bit]
baby,gets,[toy]
he,going,"[to, have, a, choice]"
he,go,"[toy, person, to, be, another, toy, at, the, end, of, that, cloth, cloth, toy]"
he,hand,[toy]
he,change,[person]
he,going,"[to, be, another, toy, at, the, end, of, that, cloth]"
he,pull,[cloth]
he,change,[toy]
baby,does,[what]
I,going,"[to, try, again]"
I,going,"[to, put, this, one, over, here]"
I,going,"[to, give, this, one, to, you]"
babies,love,[mommies]
babies,give,[toys]
we,change,[data]
babies,going,"[to, see, the, toy, work, and, fail, in, exactly, the, same, order]"
we,changing,[distribution]
Hyowon,going,"[to, succeed, once, and, fail, once]"
who,tries,[toy]
baby,going,"[to, have, a, choice]"
she,change,[person]
she,going,"[to, be, another, toy, at, the, end, of, the, cloth]"
she,does,[what]
me,try,[time]
I,going,"[to, put, this, one, over, here]"
I,going,"[to, give, this, one, to, you]"
me,show,[results]
you,see,[distribution]
you,see,[distribution]
babies,use,[bit]
I,shown,"[laboratory, experiments]"
that,make,[points]
ability,underlies,[learning]
we,do,[that]
They,learn,[relationships]
They,learn,[words]
I,want,"[to, close, with, just, two, points]"
you,following,[world]
it,tackles,[problems]
we,going,"[to, know, so, much, about, brains, and, have, so, much, access, to, big, data]"
we,take,[shortcuts]
we,make,[mistakes]
I,think,[lot]
they,have,[lot]
it,means,[what]
I,want,[lot]
you,note,[that]
I,told,[story]
minds,perform,[that]
which,involve,"[knowledge, ability]"
minds,generate,"[research, discovery]"
minds,generate,"[art, literature, poetry, theater]"
minds,take,"[care, sick]"
We,heal,[them]
we,going,"[to, see, technological, innovations, beyond, anything, I, can, even, envision]"
anything,approximating,[power]
I,have,[question]
who,design,[experiment]
I,seen,"[that, couple]"
I,believe,"[that, couple, experiments]"
people,done,[experiments]
It,has,"[to, be, that, powerful]"
It,has,"[to, be, much, more, powerful, than, anything, I, showed, you]"
I,showed,[you]
They,figuring,[world]
You,know,[them]
You,know,[them]
people,thinking,[what]
You,navigate,[space]
You,know,[relationships]
You,do,[this]
we,see,[it]
who,have,[view]
who,dispute,[statement]
child,do,[what]
machines,have,[much]
You,have,[folks]
We,have,[computers]
they,do,[things]
minds,do,[something]
I,think,[something]
LS,Thank,[you]
I,visited,"[North, Korea]"
that,write,[place]
that,understand,[place]
University,founded,"[Evangelical, Christians]"
regime,shut,[universities]
regime,sent,[students]
citizen,wears,[badge]
students,allowed,"[to, leave, the, campus, ,, or, communicate, with, their, parents]"
plans,had,"[to, meet, the, approval, of, North, Korean, staff]"
We,allowed,"[to, discuss, the, outside, world]"
they,know,[existence]
none,meant,[thing]
I,tell,[them]
We,played,"[Truth, Lie]"
volunteer,write,[sentence]
students,had,"[to, guess, whether, it, was, a, truth, or, a, lie]"
I,visited,[China]
everyone,shouted,[Lie]
Korean,allowed,"[to, leave, the, country]"
country,requires,"[travel, pass]"
game,reveal,[truth]
they,cloned,[rabbit]
It,took,"[me, while]"
they,lie,"[to, shield, their, system, from, the, world]"
they,taught,[lies]
they,regurgitating,[them]
I,tried,"[to, teach, them, essay, writing]"
that,turned,"[to, be, nearly, impossible]"
students,told,"[what, to, think]"
they,obeyed,"[what, to, think]"
I,gave,[assignment]
It,took,[time]
some,began,"[to, write, to, their, mothers, ,, their, friends, ,, their, girlfriends]"
students,began,"[to, reveal, their, true, feelings, in, them]"
they,mentioned,"[Great, Leader]"
I,spending,[all]
We,ate,[meals]
We,played,[basketball]
I,called,[them]
truth,improve,[lives]
I,wanted,"[to, tell, them, the, truth, ,, of, their, country, and, of, the, outside, world, ,, where, Arab, youth, were, turning, their, rotten, regime, inside, out, ,, using, the, power, of, social, media, ,, where, everyone, except, them, was, connected, through, the, world, wide, web, ,, which, was, n't, worldwide, after, all]"
youth,turning,[regime]
I,putting,[them]
you,allowed,"[to, express, anything, in, the, open]"
I,called,[them]
I,wishing,[them]
I,had,"[to, leave, without, a, proper, goodbye]"
I,tell,[this]
I,saw,[you]
I,asked,[you]
you,wanted,"[to, share, that, bond, of, our, mother, tongue]"
I,called,[you]
I,know,[you]
you,lead,[revolution]
person,do,[it]
rest,encourage,[sort]
rest,expect,[sort]
I,want,[sort]
you,do,[anything]
I,want,"[to, imagine, what, might, happen, to, you]"
attempts,inspired,[something]
you,forget,[me]
You,asked,[me]
I,answer,[me]
I,declare,[city]
who,seen,[world]
I,know,"[hearing, that, would, make, your, lives, there, a, bit, more, bearable]"
that,make,[lives]
I,find,"[hearing, that, would, make, your, lives, there, a, bit, more, bearable]"
it,symbolizes,[what]
that,feeds,[rest]
I,hate,[it]
you,help,"[make, it, beautiful]"
I,did,[which]
I,thank,[you]
I,excerpted,[it]
we,go,[it]
me,say,[what]
