term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
thrill,1,1,0,1,0,0,0,0,1,1,2,1,1,0,2,0
thrilled,1,0,0,1,1,1,2,3,1,3,2,0,3,4,3,2
thrilling,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
thrive,0,0,0,0,1,0,0,1,2,2,0,2,3,4,3,4
thrived,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
thriving,0,1,0,0,0,1,1,0,1,0,0,0,0,3,4,3
throat,1,1,2,0,4,2,0,0,0,1,1,2,0,3,3,0
throes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
throne,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
through,84,77,59,91,81,104,136,125,93,162,100,123,143,135,124,158
throughout,4,4,2,4,10,9,8,5,1,14,3,12,12,15,12,14
throughput,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
throw,6,4,1,2,4,12,7,4,9,10,7,2,16,12,4,5
throwaway,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
throwback,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
throwing,0,0,0,0,2,8,0,2,3,5,3,4,7,2,4,2
thrown,0,3,1,1,3,6,2,4,0,3,2,7,5,5,4,1
throws,0,0,1,1,2,1,0,0,1,0,0,1,0,1,0,0
thrun,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
thrust,1,0,0,1,2,0,0,0,0,0,2,1,1,2,0,9
thucydides,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
thugs,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
thumb,0,0,3,8,2,4,0,0,0,2,1,0,3,0,4,3
thumbnail,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
thumbs,0,0,1,0,0,0,0,0,2,2,0,2,1,0,1,1
thunder,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1
thunderclap,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
thundering,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
thunderous,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
thunderstorm,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
thursday,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,2
thus,0,1,0,1,1,2,0,2,1,0,3,2,1,4,7,4
thy,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1
tibet,0,5,5,2,6,4,0,0,2,1,0,0,0,0,0,0
tibetan,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,1
tibetans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
tiburon,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
tic,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tick,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,1
ticker,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ticket,1,1,0,5,4,3,0,1,2,0,1,1,5,2,2,2
tickets,0,1,0,0,1,1,1,1,0,0,0,1,3,1,1,0
ticking,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0
tickle,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
tickled,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tickling,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0
tidal,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0
tide,0,0,0,0,1,1,0,0,1,0,2,0,3,0,2,0
tides,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1
tie,2,4,0,6,3,2,1,1,4,2,1,2,0,3,1,1
tied,3,0,5,2,2,0,4,4,1,3,3,2,4,3,2,1
tier,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0
ties,0,1,0,1,0,3,1,0,8,1,0,4,1,4,1,0
tiger,0,0,0,0,0,1,0,1,0,3,1,3,3,0,5,1
tigers,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,1
tight,0,0,0,1,1,2,1,0,6,7,2,1,0,1,2,4
tighter,0,1,0,0,0,0,0,0,1,0,0,2,0,0,1,0
tightly,0,3,1,4,0,0,1,1,2,0,0,3,1,0,0,2
tightrope,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
til,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4
tile,1,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0
tiles,0,0,0,0,4,1,15,1,1,0,1,1,1,1,0,5
tiling,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
till,2,4,3,2,5,1,5,3,2,0,2,8,3,0,2,1
tilt,0,1,1,0,3,3,0,4,0,0,1,1,0,0,1,0
tilted,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
tilting,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0
tim,1,0,1,1,0,0,1,2,0,0,4,2,8,12,1,1
timber,2,0,0,0,0,0,0,6,0,1,0,3,1,1,0,1
timbers,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0
time,157,202,208,174,196,260,234,241,291,276,252,249,310,327,367,403
timed,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0
timeless,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0
timeline,0,0,0,0,1,3,0,0,2,2,0,1,4,0,0,6
timely,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
timer,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
timers,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
times,31,41,24,41,35,43,37,81,56,54,53,47,79,55,84,68
timescale,0,0,0,0,2,0,0,0,2,0,0,0,2,0,1,0
timescales,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1
timetable,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
timey,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
timing,0,0,3,2,2,2,0,1,0,2,0,0,1,12,1,0
tin,1,0,1,0,0,0,0,3,0,2,3,0,1,2,2,0
tinfoil,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
tinier,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
tiniest,0,2,0,1,0,1,1,0,1,0,0,6,0,1,1,2
tinker,1,1,0,0,1,0,0,0,0,0,0,3,0,2,0,0
tinkering,0,0,0,0,0,3,0,4,0,0,0,0,0,1,0,1
tinted,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
tiny,12,15,5,9,10,11,23,9,7,21,15,13,20,30,18,17
tip,2,2,2,3,2,1,3,3,4,3,3,2,4,5,1,4
tipped,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
tipper,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0
tipping,0,0,1,0,2,3,0,1,3,0,1,0,1,1,3,11
tips,0,1,2,0,0,1,0,0,0,2,1,2,1,3,0,3
tiptoe,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tiptoes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
tire,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
tired,1,0,5,2,2,7,2,1,1,2,6,3,3,5,1,4
tireless,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
tirelessly,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
tires,0,0,0,3,0,0,0,1,0,0,1,0,1,1,1,0
tiresome,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
tis,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
tissue,1,0,1,20,12,0,2,5,13,18,3,4,5,4,1,5
tissues,0,0,3,2,1,0,0,3,6,2,0,1,3,1,1,0
titan,0,0,0,0,0,29,1,0,1,0,0,0,0,1,21,2
titanic,0,0,0,1,0,0,4,0,8,2,0,1,0,1,4,1
titanium,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
titans,0,0,1,0,0,2,1,0,0,0,0,1,0,0,4,1
titian,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
title,6,2,3,2,4,7,3,4,1,10,2,1,2,2,1,2
titled,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0
titles,1,1,1,0,0,7,0,0,0,0,1,0,0,0,2,1
titus,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
tk,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,3
tm,0,4,0,0,0,0,6,0,0,0,0,3,1,0,0,0
tnt,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
to,2301,2413,2502,2815,3250,3808,3407,3787,3538,3549,3163,3965,4430,4209,3984,5022
toast,0,4,0,1,0,1,0,0,0,0,0,3,0,0,0,1
tobacco,0,0,1,1,0,0,2,0,0,3,7,0,0,0,0,0
toby,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1
tod,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
today,27,53,46,58,83,118,49,131,89,87,101,128,110,92,117,117
toddler,0,0,0,0,0,2,1,0,0,1,2,2,2,1,4,1
toddlers,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
toe,1,0,0,1,0,1,0,2,0,0,1,1,1,1,1,0
toes,10,1,0,5,1,2,6,7,0,2,1,0,1,1,0,1
together,48,50,25,59,60,79,84,81,53,76,82,96,73,108,97,93
toggle,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
toil,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1
toilet,1,1,1,3,2,6,4,3,1,2,0,21,1,1,2,5
toilets,0,0,0,0,0,0,1,0,2,0,1,7,0,2,0,5
toiling,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
token,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
tokens,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tokyo,4,2,2,3,2,4,1,1,0,1,0,0,1,0,1,3
told,23,21,23,22,37,39,35,54,23,40,39,78,47,72,45,56
tolerable,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
tolerance,0,0,0,1,7,0,3,0,1,4,0,1,0,1,0,1
tolerances,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
tolerant,0,0,0,0,1,0,0,5,0,3,0,0,1,2,2,0
tolerate,1,0,0,0,1,1,0,1,2,1,0,0,2,0,1,0
toleration,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
toll,0,1,0,0,0,4,0,0,1,2,0,1,2,8,1,2
tollbooths,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
tolstoy,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
tom,2,3,0,1,3,15,0,7,4,5,2,0,4,3,13,0
tomato,0,0,16,0,0,0,0,0,2,0,0,1,0,9,0,1
tomatoes,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,2
tomb,0,0,0,1,0,1,1,0,0,0,0,0,1,0,7,0
tombs,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tombstone,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tommy,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0
tomorrow,5,0,3,2,6,3,6,11,5,8,8,4,4,7,2,9
toms,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
ton,3,2,0,0,2,2,1,1,3,3,0,5,1,0,4,4
tone,3,2,2,4,2,4,10,2,0,6,1,3,2,1,5,0
tones,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
tonga,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tongue,2,1,2,1,0,2,2,5,0,8,4,2,1,5,0,2
tongues,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
tonight,3,4,1,8,1,6,2,1,6,3,14,5,3,7,7,4
tonnage,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
tons,3,2,2,4,5,10,4,15,8,1,2,14,5,6,13,4
tony,1,0,1,2,0,2,0,2,0,19,14,0,0,1,5,0
too,55,38,63,50,62,61,63,55,72,62,54,63,76,100,89,119
took,42,43,44,58,43,59,59,41,32,55,55,59,68,71,65,60
tool,8,2,6,3,10,16,8,6,10,20,5,16,9,9,15,16
toolbox,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0
tooling,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
toolkit,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
tools,5,3,10,13,32,27,6,22,17,13,10,21,13,23,30,38
tooth,8,0,0,1,0,2,3,4,0,2,1,0,0,0,0,1
toothbrush,1,0,0,1,1,7,0,0,1,1,0,2,1,1,0,4
toothpaste,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1
toothpick,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
top,22,30,24,33,33,25,25,50,35,36,27,41,23,38,22,42
topic,0,3,0,1,3,3,0,2,7,9,5,13,2,3,4,1
topical,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
topics,1,2,0,0,2,1,2,2,5,1,0,4,3,2,0,1
topographic,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
topographical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
topography,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
topological,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
topology,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0
topped,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
topping,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
tops,0,0,2,0,0,1,2,0,1,3,2,0,0,1,0,1
torch,0,0,1,0,1,2,0,0,0,3,1,2,0,0,0,1
tore,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1
torment,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
tormented,0,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0
torn,1,2,0,0,1,0,1,2,0,1,0,1,1,3,1,0
toronto,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1
torpedoes,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
torque,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4
torso,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
tortillas,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tortoises,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tortuous,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
torture,0,0,1,0,4,2,2,1,1,0,0,0,1,3,0,0
tortured,0,0,0,0,3,2,1,0,0,2,0,2,0,0,1,2
tortures,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
torturing,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2
torus,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
torvalds,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0
toss,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1
tossed,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
tossing,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1
total,3,9,2,5,7,14,11,5,9,4,7,11,7,8,5,6
totalitarian,0,0,1,0,2,1,0,1,1,0,0,0,0,0,0,0
totality,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
totally,9,11,9,10,21,15,21,9,11,12,13,9,18,13,8,19
totem,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
touch,9,13,6,12,9,11,13,11,3,10,12,25,16,17,13,20
touched,2,0,3,3,4,4,4,0,4,0,4,1,3,0,2,1
touches,2,1,1,2,1,1,2,0,0,2,1,0,2,4,0,0
touching,0,2,0,1,1,3,0,1,3,1,2,1,2,0,9,8
touchy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
tough,3,1,4,11,2,6,1,7,7,11,8,7,10,6,5,10
tougher,1,0,0,1,0,0,0,0,1,4,0,0,1,1,0,0
toughest,1,0,1,0,0,0,0,0,4,5,1,0,2,1,0,1
toughness,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,1
tour,2,2,1,0,5,2,4,4,0,6,1,2,2,1,2,6
toured,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0
touring,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2
tourism,0,0,0,0,1,2,0,0,0,1,0,1,8,2,1,1
tourist,7,0,0,1,1,0,1,0,1,0,1,0,2,2,1,0
tourists,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0
tournament,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,3
tours,1,0,0,0,1,0,3,0,1,0,1,0,2,0,1,0
toward,0,2,6,4,6,5,5,7,6,9,2,7,6,2,10,6
towards,12,7,9,23,8,12,11,17,15,8,8,12,17,14,16,27
towel,0,0,0,0,1,0,0,1,11,0,0,1,1,1,0,2
towels,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0
tower,2,2,1,3,5,2,0,4,3,2,4,4,3,0,2,4
towering,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
towers,6,2,0,3,2,0,0,1,0,3,1,0,3,1,1,1
town,15,4,9,11,1,15,10,6,7,8,10,9,8,7,7,14
towns,4,0,4,1,2,1,0,0,0,1,4,0,0,1,2,5
townsend,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
toxic,5,1,0,5,2,3,0,1,5,0,0,1,4,1,4,2
toxin,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0
toxins,0,0,0,2,0,1,1,1,0,0,0,0,5,0,0,0
toy,2,6,0,1,0,16,4,0,3,2,4,11,7,18,0,2
toyota,0,0,0,3,0,6,0,0,0,0,0,1,3,0,0,0
toys,0,5,1,0,0,15,3,2,0,2,1,8,4,4,1,5
tr,0,1,0,0,7,0,0,0,0,0,0,0,0,9,0,0
trace,0,1,0,1,1,0,0,3,3,6,1,1,2,1,1,3
traced,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
traces,0,1,0,1,0,0,0,0,2,3,2,0,3,4,0,0
trachoma,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tracing,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
track,2,7,15,10,4,13,2,4,5,12,1,9,14,8,4,11
tracked,0,0,1,1,1,0,0,1,3,1,1,4,1,2,1,3
tracker,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0
tracking,1,5,2,4,0,1,7,7,1,4,7,1,6,4,0,3
tracks,2,1,0,10,1,1,5,3,0,1,2,0,6,3,1,7
tract,0,1,0,0,2,1,0,0,0,0,0,0,0,1,0,0
traction,0,0,0,1,0,1,0,2,0,0,0,0,1,1,0,1
tractor,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0
tractors,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
tracts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
tracy,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0
trade,6,10,3,7,7,11,8,10,10,8,6,2,7,7,10,12
traded,0,0,0,0,1,0,1,0,0,3,1,2,1,2,1,0
tradeoff,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
trader,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
traders,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1
trades,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tradesmen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
trading,0,0,1,0,2,5,0,0,0,0,0,2,1,6,1,3
tradition,2,4,0,3,3,3,2,5,4,8,3,6,3,3,13,5
traditional,2,5,3,13,5,6,4,9,9,12,4,33,10,17,10,16
traditionally,1,3,1,1,0,2,0,0,0,0,0,2,3,2,1,3
traditions,1,3,1,0,1,1,11,2,2,1,0,1,1,0,3,1
traffic,1,3,5,5,5,12,4,2,9,18,8,7,6,9,6,7
trafficked,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0
traffickers,0,0,0,0,0,0,0,0,3,1,0,0,2,4,1,0
trafficking,0,0,0,0,1,0,0,0,0,0,0,0,0,29,0,0
tragedies,0,1,1,0,0,0,1,0,0,2,0,0,1,1,0,1
tragedy,0,1,3,7,1,0,3,3,4,0,3,2,4,3,6,3
tragic,1,1,0,0,2,3,4,3,4,2,6,1,2,3,3,1
tragically,1,0,0,0,0,0,1,0,1,1,0,0,2,2,1,2
trail,2,4,1,0,1,0,0,0,0,1,0,0,2,0,3,4
trailer,18,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0
trails,0,0,2,0,2,1,1,0,0,1,1,0,0,0,0,0
train,9,1,6,11,4,6,7,3,3,3,4,9,11,25,10,17
trained,1,0,9,3,4,3,4,3,9,1,11,3,3,8,11,18
trainee,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
trainers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
training,4,3,10,2,6,7,4,7,4,6,11,4,11,13,11,17
trains,1,0,0,3,2,4,0,0,5,5,0,1,3,3,0,1
trait,0,0,0,0,0,0,6,0,1,4,0,0,0,0,11,1
traits,0,1,1,2,1,2,2,2,2,4,2,0,3,2,8,2
trajectories,2,0,0,0,0,0,0,0,0,1,4,1,0,1,3,0
trajectory,3,1,1,1,2,2,4,4,1,1,5,2,2,4,2,2
tramp,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
trampoline,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
trance,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0
tranquil,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
tranquility,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
trans,0,0,1,1,2,0,2,0,0,0,0,0,1,0,0,0
transaction,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,3
transactions,0,0,0,2,0,0,0,0,1,0,0,0,0,0,2,0
transatlantic,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
transcend,0,0,0,0,1,5,1,2,2,1,0,0,1,0,1,1
transcendence,0,0,2,0,0,0,2,1,0,2,4,0,0,1,2,4
transcendent,0,0,2,0,0,1,2,1,0,0,2,1,0,0,0,3
transcends,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
transcripts,0,0,0,0,0,0,0,0,1,2,0,1,0,5,0,0
transfer,3,1,1,1,4,2,1,1,0,0,2,4,0,3,3,1
transferred,0,1,0,0,0,0,1,0,0,1,2,0,0,0,2,0
transferring,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
transfers,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
transfiguration,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
transform,0,3,5,8,4,5,3,6,3,4,13,11,8,6,6,10
transformation,0,2,4,4,3,1,7,2,3,7,3,3,6,2,2,3
transformational,0,0,0,0,0,0,1,0,2,0,0,2,0,2,1,0
transformations,0,0,0,1,0,0,2,1,0,0,0,0,0,1,1,1
transformative,0,1,0,0,0,0,5,2,3,1,2,2,1,4,1,1
transformed,1,0,2,2,0,6,4,1,7,3,7,2,3,4,3,8
transformer,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
transformers,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
transforming,0,1,2,3,0,0,0,2,1,1,1,1,0,2,0,3
transforms,0,1,1,1,1,0,0,1,1,0,1,0,3,0,0,1
transfusions,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
transgender,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0
transgression,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0
transient,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0
transistor,0,0,0,5,1,0,0,2,5,0,4,0,1,1,0,0
transistors,0,1,0,5,2,0,0,1,1,0,0,0,1,1,1,0
transit,1,0,1,0,2,1,0,0,0,0,2,0,4,2,6,11
transition,3,1,1,9,4,3,3,1,2,0,4,1,4,8,8,1
transitioned,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
transitioning,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
transitions,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
translate,0,2,0,5,2,1,2,3,0,2,2,1,1,3,3,1
translated,0,4,0,6,2,1,1,1,2,2,2,0,1,7,3,0
translates,0,0,2,2,0,0,0,3,1,1,3,1,0,1,0,3
translating,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,1
translation,3,1,3,1,2,1,0,0,0,1,0,4,0,1,3,1
translations,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
translator,0,0,0,1,0,1,0,0,0,0,1,3,1,0,0,0
translators,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
translucence,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
translucent,1,0,1,1,0,0,0,0,1,1,2,0,0,0,0,0
transmission,0,0,0,0,3,22,0,3,2,0,2,2,0,0,1,1
transmit,0,1,1,0,0,1,0,0,5,1,1,0,0,0,7,0
transmits,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
transmitted,0,0,1,0,0,12,0,2,2,0,1,0,0,0,1,1
transmitter,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
transmitters,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
transmitting,0,1,1,0,0,0,1,0,0,1,0,0,2,1,2,0
transparency,0,0,0,4,2,0,2,4,7,10,0,3,5,0,0,9
transparent,1,0,2,4,2,0,1,4,1,5,2,1,7,5,2,6
transparently,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0
transpired,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
transplant,0,0,0,1,1,0,1,4,1,1,0,2,4,4,1,0
transplants,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
transport,1,0,2,1,3,5,0,1,3,1,0,6,1,0,4,5
transportation,7,1,2,3,7,5,0,3,2,6,10,7,7,0,9,5
transported,0,0,1,1,2,1,1,2,2,1,0,0,1,3,1,0
transporting,0,0,0,0,1,0,0,0,2,0,1,3,1,2,0,0
transports,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
transposing,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
transverse,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
trap,0,0,1,1,1,4,2,0,2,2,0,1,0,3,2,5
trapped,1,1,1,1,1,2,2,0,2,4,3,2,1,5,3,2
trapping,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1
trappings,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1
traps,0,1,0,0,0,0,1,1,3,0,0,0,1,0,1,3
trash,4,0,0,0,3,0,0,7,2,3,1,3,6,2,1,3
trauma,0,1,3,0,0,1,2,0,4,0,0,1,1,4,2,5
traumas,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
traumatic,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1
traumatized,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
travel,11,3,2,4,14,13,10,4,8,13,8,8,19,13,23,7
traveled,0,2,1,0,1,3,7,3,0,8,2,3,8,5,3,6
traveler,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
travelers,1,0,1,0,0,0,1,0,0,1,0,0,5,0,1,0
traveling,9,4,0,2,3,2,5,1,5,11,4,3,6,6,4,6
travelled,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
travelling,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
travels,1,0,2,1,0,3,2,1,0,0,0,1,0,0,2,2
traverse,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
