term,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
trawl,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1
trawling,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
tray,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,0
trayvon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
treacherous,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
treachery,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tread,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1
treadmill,5,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1
treasure,1,0,0,0,0,1,0,0,2,0,1,0,1,2,0,1
treasured,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
treasures,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
treasury,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,2
treat,4,1,5,9,19,7,6,11,9,8,4,5,13,10,10,16
treatable,0,0,3,1,0,2,0,0,0,0,0,0,1,2,0,0
treated,3,2,3,8,5,8,5,8,9,0,3,0,5,5,6,5
treaties,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0
treating,0,3,0,6,5,2,1,2,4,4,1,4,1,6,1,2
treatise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
treatises,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
treatment,0,4,3,14,13,11,3,6,21,4,0,7,6,17,12,13
treatments,0,2,2,0,1,1,0,0,7,2,2,0,0,3,1,1
treats,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0
treaty,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
tree,7,7,4,17,11,13,43,12,7,15,1,21,13,25,4,7
trees,2,1,15,5,11,8,25,50,22,8,4,33,6,17,2,10
trek,1,0,0,0,1,1,0,2,0,1,1,1,0,1,0,1
trembling,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
tremendous,1,7,10,5,14,7,5,14,1,6,9,2,6,3,6,4
tremendously,0,0,1,0,2,3,1,1,4,1,0,0,1,0,0,0
tremulous,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
trench,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
trenches,0,0,1,1,0,0,0,1,0,2,0,1,0,0,0,1
trend,0,1,1,2,6,6,0,6,0,1,1,4,1,8,1,6
trending,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,2
trends,0,0,8,8,4,3,1,8,1,3,2,2,2,5,1,2
treo,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trespass,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
trespasser,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
trespassing,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
triage,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
trial,0,1,2,10,1,4,0,1,10,5,2,1,4,6,5,4
trials,2,1,0,6,0,2,1,2,5,2,0,0,6,5,4,6
triangle,4,2,1,0,0,2,0,3,1,0,0,5,1,1,0,0
triangles,0,0,0,1,0,3,2,3,1,0,0,0,0,3,0,1
triangular,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
triassic,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
tribal,0,0,0,1,2,2,3,0,0,0,1,7,4,1,3,1
tribalism,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
tribe,0,1,0,0,5,2,0,13,0,1,5,2,3,1,2,2
tribes,0,1,0,0,1,3,2,6,0,0,1,2,0,0,4,1
tribunal,0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,0
tribune,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
tribute,0,0,1,1,1,1,0,0,1,3,1,0,1,0,3,1
trick,5,10,6,8,1,2,2,1,1,5,8,9,10,2,4,5
tricked,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
trickery,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
trickier,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
tricking,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
trickle,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
trickles,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
tricks,3,5,5,1,1,2,1,1,1,3,14,4,1,6,2,1
trickster,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tricky,2,3,3,1,0,4,0,1,1,0,0,4,2,0,3,1
tried,16,23,13,28,9,19,24,17,13,23,9,29,17,37,19,26
tries,0,6,5,3,0,10,3,2,2,3,1,1,2,1,3,2
trig,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
trigger,0,0,4,7,1,1,1,7,1,0,3,2,2,3,3,11
triggered,2,0,0,2,2,0,0,1,0,0,0,2,0,0,0,1
triggering,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1
triggers,1,0,2,1,1,1,0,1,0,0,1,0,0,0,0,1
trigonometry,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
trillion,4,7,0,3,3,5,5,8,2,2,8,3,3,5,11,6
trillions,0,1,0,0,0,0,2,1,0,1,1,1,0,5,1,4
trilobites,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0
trim,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
trimester,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
trimmed,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
trinidad,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
trinity,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
trip,4,4,6,6,4,10,8,3,3,10,9,5,11,14,6,9
triple,1,1,2,0,3,0,0,0,0,1,1,0,0,0,1,2
tripled,0,3,2,0,0,1,0,1,1,0,1,0,0,0,1,3
triplets,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
tripling,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
tripod,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0
tripped,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
trips,2,0,3,1,2,3,0,1,0,1,1,5,5,1,4,3
triptych,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
trite,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
triumph,1,3,1,0,0,1,0,3,1,0,2,0,1,0,0,2
triumphs,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
trivia,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
trivial,2,4,0,0,1,5,0,1,2,1,0,1,0,1,0,0
triviality,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trivialized,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trojan,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
trolling,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
trolls,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3
troop,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
troops,0,1,0,1,1,5,5,1,2,3,1,0,2,0,4,1
trope,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
tropical,3,0,0,2,0,2,0,4,0,0,3,2,5,2,0,3
tropics,0,0,0,0,0,1,0,3,0,1,1,0,2,1,1,2
trouble,8,12,9,8,1,8,10,12,4,8,7,5,6,6,3,13
troubled,3,0,0,0,3,2,0,1,0,0,1,2,1,0,0,2
troublemaker,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
troubles,0,0,0,0,2,1,1,1,1,0,3,1,0,0,1,0
troubleshooting,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
troubling,0,1,0,0,4,1,1,0,0,0,1,0,0,0,1,1
troupe,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
trousers,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
trout,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
troy,0,0,1,6,0,0,2,0,0,1,0,0,0,0,0,0
truck,0,3,1,1,5,3,5,3,4,1,5,7,3,9,1,11
trucking,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
truckload,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
trucks,4,0,0,4,7,3,0,2,3,3,6,0,1,1,2,4
true,17,23,39,31,34,35,36,30,38,27,22,44,32,33,26,48
truism,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
truly,4,7,4,9,10,5,8,11,23,10,11,15,20,12,16,16
trump,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8
trumpet,0,0,1,0,0,3,0,0,1,1,0,0,0,0,0,0
trunk,0,1,0,0,0,0,5,2,4,1,0,1,0,1,3,3
trunks,0,0,1,1,0,0,5,2,1,1,0,0,0,1,0,0
truss,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
trusses,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0
trust,6,1,6,7,1,6,4,5,20,16,7,7,19,16,32,13
trusted,1,0,1,0,0,0,0,3,2,1,1,1,0,1,4,0
trustee,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
trusting,0,0,0,1,0,1,1,0,1,2,0,2,3,2,1,1
trusts,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
trustworthy,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
truth,17,4,7,13,13,32,17,14,8,13,15,8,18,27,29,38
truthful,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
truthfully,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
truths,0,2,1,0,0,0,3,0,4,0,2,2,2,0,2,3
try,43,44,64,77,38,87,45,49,57,68,27,57,68,62,45,74
trying,51,38,36,53,41,74,44,52,42,72,50,53,74,58,66,76
ts,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
tsa,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
tse,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
tsunami,0,0,0,24,2,1,0,1,0,2,3,1,0,1,0,1
tub,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0
tube,3,4,1,2,6,6,5,7,5,0,6,0,2,0,0,1
tuberculosis,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,4
tubes,0,7,2,2,3,4,1,2,0,0,1,0,2,3,0,1
tubing,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0
tubman,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
tuck,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6
tucked,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0
tucker,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
tucking,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
tucson,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0
tudor,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0
tuesday,0,1,1,2,0,1,1,5,0,4,1,3,0,0,1,0
tufts,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
tugging,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
tugs,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
tuition,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
tulley,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
tumble,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
tumbling,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0
tumblr,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
tummy,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
tumor,0,0,4,13,5,0,2,6,10,2,0,0,1,1,12,5
tumors,0,0,1,8,2,0,1,1,5,0,0,0,0,7,2,2
tuna,0,2,1,0,0,0,0,3,2,5,0,0,0,0,0,1
tunas,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
tundra,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4
tune,4,4,1,1,0,3,0,1,1,2,6,1,3,1,1,3
tuned,3,2,2,9,0,0,0,1,0,0,1,4,1,2,0,1
tunes,1,0,0,0,1,0,0,0,0,1,3,0,1,0,3,0
tung,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
tuning,0,4,1,1,0,1,0,0,2,0,0,3,0,0,1,0
tunisia,0,0,0,0,1,0,0,0,0,4,1,0,0,3,1,1
tunnel,1,1,0,1,0,0,0,3,2,2,1,0,1,1,2,22
tunneling,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7
tunnels,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,9
tupperware,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
turbine,0,0,0,0,0,0,0,1,1,1,0,7,3,1,1,1
turbines,0,0,0,0,1,0,0,2,1,1,0,1,0,0,1,0
turbocharging,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
turbulence,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0
turbulent,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
turf,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
turing,0,3,0,0,0,0,0,4,0,1,0,0,1,0,0,4
turk,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0
turkey,0,2,0,0,3,4,0,0,0,0,0,1,1,1,1,0
turkeys,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0
turkish,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
turks,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
turmoil,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0
turn,24,22,19,25,16,34,35,32,27,44,25,39,39,45,26,35
turnaround,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
turned,10,16,23,23,19,19,27,18,26,20,26,30,32,36,24,24
turning,2,6,2,2,5,3,8,3,5,4,7,11,12,10,5,9
turnover,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0
turns,12,26,29,29,17,25,33,28,29,33,21,25,45,34,34,41
turquoise,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
turret,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
turtle,0,0,0,0,0,4,4,0,0,0,1,0,2,0,0,0
turtles,0,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0
tuscany,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
tusks,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
tutor,0,0,0,0,0,0,2,0,0,4,2,1,0,0,0,1
tutored,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
tutorial,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
tutoring,0,0,0,0,0,0,8,0,0,3,2,0,0,1,0,0
tuxedo,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tuxedos,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tv,5,11,6,2,13,12,7,6,2,12,6,12,6,11,21,6
tvs,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
twain,0,1,0,2,0,0,0,0,0,2,0,0,0,3,0,0
tweak,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6
tweaking,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2
tweet,0,0,0,0,3,0,0,0,0,1,0,2,6,0,4,5
tweeted,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0
tweeting,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,1
tweets,0,0,0,0,0,0,0,2,0,1,2,0,7,0,5,3
twelfth,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
twelve,0,1,0,0,0,1,1,0,1,0,1,2,0,1,0,1
twenties,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0
twentieth,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0
twenty,1,1,3,3,1,7,3,5,0,3,2,4,3,2,1,6
twice,3,3,6,7,10,4,6,12,17,7,8,9,7,11,8,6
twig,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
twigs,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
twilight,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
twin,1,3,0,0,1,1,0,2,0,1,0,0,1,1,1,0
twinkling,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
twins,0,12,1,0,0,3,1,0,0,0,1,0,10,0,2,1
twirl,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
twist,0,1,1,0,0,2,0,1,0,1,3,0,2,1,1,6
twisted,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0
twisting,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
twists,1,2,0,1,0,0,1,0,0,1,0,0,3,0,0,2
twitch,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
twitching,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
twitter,0,0,0,0,0,0,0,28,1,8,1,5,12,5,9,9
two,87,136,147,167,137,191,178,196,161,172,140,203,191,223,205,218
twos,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
tying,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
tyler,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0
type,3,23,16,15,16,16,11,9,35,21,10,21,23,6,14,21
typed,0,0,0,0,2,1,1,0,0,1,2,2,0,0,0,0
typeface,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0
types,0,9,0,3,5,14,5,10,22,12,4,10,16,14,6,13
typesetting,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
typewriter,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
typhoid,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
typhoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
typical,3,1,2,6,2,3,1,6,6,3,9,11,5,7,6,10
typically,1,5,7,2,1,2,2,3,4,4,0,2,9,5,2,4
typing,0,0,0,0,1,1,1,3,0,3,0,3,0,0,2,0
typographic,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
typography,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0
typologies,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
tyrannical,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tyrannosaurus,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
tyranny,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1
tyrant,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6
tyson,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
tzu,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0
uber,0,0,0,0,0,0,0,1,0,2,0,0,0,3,12,5
ubiquitous,1,0,0,1,2,2,0,1,1,0,4,3,3,1,0,1
ubiquity,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0
uc,0,0,0,1,3,2,0,0,0,1,0,1,1,0,0,0
ucla,0,3,2,0,0,0,0,0,0,1,1,0,2,1,0,1
ucsf,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0
udacity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
ufo,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0
ufos,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0
uganda,0,0,0,0,12,12,2,4,2,0,0,1,0,0,5,2
ugh,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ugliness,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
ugly,1,4,2,1,1,2,4,2,5,3,3,3,4,3,2,9
uh,1,5,2,3,2,2,2,1,4,0,4,3,3,3,3,10
ui,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
uk,0,0,0,0,2,2,0,0,2,0,0,0,0,0,2,3
ukraine,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4
ukrainian,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ultimate,3,5,5,3,8,4,5,10,7,5,3,8,7,8,0,2
ultimately,5,2,5,8,6,5,4,10,7,7,19,12,9,15,13,9
ultra,0,0,0,5,6,0,0,0,0,5,0,2,7,1,0,0
ultrasound,0,0,3,0,1,0,0,3,0,1,0,0,0,0,0,2
ultraviolet,0,0,0,0,0,0,0,12,0,1,0,0,0,3,0,13
um,0,3,2,1,0,1,0,1,1,1,0,2,3,2,2,0
umbrella,0,1,1,3,0,2,1,0,0,1,0,1,0,0,1,2
un,1,1,6,0,6,4,2,2,0,0,1,4,1,2,3,2
unabated,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1
unable,2,3,2,2,0,0,0,1,2,1,0,2,2,2,5,1
unabomber,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
unacceptable,0,0,0,0,1,1,4,1,0,0,0,0,1,2,0,1
unadulterated,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
unaids,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
unambiguous,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
unarmed,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
unassuming,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
unattainable,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
unaware,0,3,0,0,0,0,0,2,0,0,3,1,2,1,2,1
unbearably,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
unbeknownst,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
unbelievable,1,6,8,3,1,3,3,3,2,2,1,0,4,6,5,1
unbelievably,1,6,0,0,1,0,1,1,1,0,0,0,1,0,0,0
unbiased,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
unborn,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
unbounded,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
unbridled,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
unbroken,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,0
unburdened,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
uncanny,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,1
uncertain,0,0,0,2,0,1,0,1,4,0,3,1,2,1,0,3
uncertainties,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
uncertainty,0,0,0,1,6,2,3,1,8,0,5,0,1,2,1,10
unchanged,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0
unchanging,0,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0
uncharacteristically,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uncharacterized,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
uncharted,0,0,0,1,0,0,0,1,1,0,3,0,4,0,0,0
unchecked,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
uncle,0,2,1,1,1,2,4,1,3,0,5,2,3,6,2,0
unclear,3,0,1,4,5,3,0,6,0,1,6,2,0,1,0,0
uncles,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
uncomfortable,4,1,0,2,2,2,2,0,1,4,7,4,10,0,3,1
uncommon,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1
uncompromising,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
unconditional,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1
unconditionally,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
unconnected,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
unconscionable,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
unconscious,0,1,0,1,1,0,1,0,0,8,1,2,2,0,0,1
unconsciously,1,0,0,0,1,0,1,0,0,2,0,1,0,0,0,1
unconstitutional,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
uncontrollable,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
uncontrollably,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
uncontrolled,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
unconventional,0,0,0,0,0,1,0,0,0,0,1,2,2,0,3,1
uncover,0,0,0,0,2,0,0,1,0,0,2,0,3,1,0,3
uncovered,0,0,0,0,0,1,0,0,0,0,2,1,2,2,0,2
uncovering,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
undefined,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0
undeniable,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
under,17,22,29,27,17,39,21,37,29,33,27,36,33,33,32,49
underbelly,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
undercover,0,0,0,0,0,0,0,0,0,0,0,10,1,6,0,0
underdeveloped,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
underdog,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
underemployment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
underestimate,0,0,0,0,1,1,0,0,1,0,4,1,1,0,0,0
underestimated,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
underfunded,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
undergoing,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
undergone,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
undergrad,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
undergrads,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
undergraduate,0,1,0,2,4,0,1,1,0,1,0,6,0,0,1,2
undergraduates,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0
underground,4,2,3,2,2,7,1,4,3,1,2,2,1,10,2,4
underlie,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
underlies,0,0,2,0,0,0,3,3,0,0,0,1,2,1,1,0
underly,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
underlying,0,4,0,2,0,2,6,2,1,1,2,1,4,0,1,5
undermine,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,1
undermining,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0
underneath,4,2,6,5,1,2,4,7,0,9,5,9,7,8,5,7
underpants,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
underpinning,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
underpinnings,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
underpins,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
underrepresented,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
undersea,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0
underside,0,0,0,0,0,1,0,1,0,4,0,1,0,1,0,0
understand,43,41,32,48,38,95,57,61,60,42,38,56,80,83,75,98
understandable,0,0,0,0,3,4,1,0,1,0,0,1,1,0,0,0
understandably,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
understanding,14,12,8,11,12,18,23,22,16,19,14,15,28,25,22,22
understandings,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0
understands,0,1,0,2,2,0,1,3,0,2,1,6,3,3,4,4
understate,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
understatement,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
understood,2,6,4,8,5,8,5,9,13,8,12,10,7,13,7,8
undertake,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
undertaken,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0
undertaking,0,0,1,0,0,3,1,1,0,1,0,0,0,0,0,1
undertook,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
